cenario;trecho;area_km2;Q_m3s;h_m;z_talvegue_m;z_linha_dagua_m;declividade;n_manning
sem_barragem;357;907,3;1205;2,97;23,0;26,0;0,0011599999852478504;0,038
sem_barragem;358;907,9;1205;4,1;22,5;26,6;0,00215999991632998;0,041
sem_barragem;359;908,9;1206;3,19;22,0;25,2;0,0012000000569969416;0,039
sem_barragem;360;930,4;1231;1,03;160,5;161,5;0,12281999737024307;0,052
sem_barragem;361;935,0;1236;5,28;158,0;163,3;0,004339999984949827;0,06
sem_barragem;362;936,5;1238;4,04;156,5;160,5;0,008310000412166119;0,056
sem_barragem;363;938,1;1239;6,36;148,0;154,4;0,003930000122636557;0,061
sem_barragem;364;940,1;1242;5,9;144,5;150,4;0,003490000031888485;0,059
sem_barragem;365;949,8;1252;6,1;141,2;147,4;0,0026199999265372753;0,06
sem_barragem;366;953,0;1256;5,5;137,2;142,7;0,003490000031888485;0,06
sem_barragem;367;954,5;1258;6,22;133,5;139,7;0,003490000031888485;0,062
sem_barragem;368;986,1;1293;2,06;21,2;23,2;0,0008299999753944576;0,066
sem_barragem;369;997,5;1306;1,55;20,9;22,5;0,001820000004954636;0,04
sem_barragem;370;1006,4;1316;2,27;19,7;22,0;0,002520000096410513;0,066
sem_barragem;371;1008,7;1318;1,61;19,1;20,7;0,0019600000232458115;0,047
sem_barragem;372;1030,5;1342;1,33;18,7;20,0;0,0017500000540167093;0,066
sem_barragem;373;1063,1;1378;1,9;17,5;19,4;0,003019999945536256;0,063
sem_barragem;374;1067,2;1383;4,05;16,6;20,7;0,0010100000072270632;0,041
sem_barragem;375;1101,4;1420;4,46;130,0;134,5;0,10051999986171722;0,068
sem_barragem;376;1111,0;1431;7,14;128,0;135,1;0,0021800000686198473;0,064
sem_barragem;377;1128,6;1450;7,44;125,5;132,9;0,0017500000540167093;0,062
sem_barragem;378;1131,0;1453;5,99;123,2;129,2;0,003490000031888485;0,061
sem_barragem;379;1135,5;1458;6,73;119,5;126,2;0,0023300000466406345;0,063
sem_barragem;380;1136,8;1459;5,82;116,9;122,8;0,002689999993890524;0,063
sem_barragem;381;1144,1;1467;6,35;113,0;119,3;0,0029899999499320984;0,062
sem_barragem;382;1147,1;1470;6,5;109,5;116,0;0,003060000017285347;0,062
sem_barragem;383;1147,8;1471;5,91;106,5;112,4;0,003010000102221966;0,058
sem_barragem;384;1149,2;1473;6,76;103,0;109,8;0,003019999945536256;0,061
sem_barragem;385;1193,2;1520;15,67;101,2;116,9;0,0004400000034365803;0,068
sem_barragem;386;1217,1;1546;6,01;99,5;105,5;0,003060000017285347;0,06
sem_barragem;387;1220,1;1550;8,77;96,0;104,8;0,0021800000686198473;0,064
sem_barragem;388;1222,7;1552;8,43;93,0;101,4;0,0021800000686198473;0,065
sem_barragem;389;1229,4;1560;9,79;90,5;100,3;0,0017500000540167093;0,064
sem_barragem;390;1245,1;1577;8,25;88,0;96,3;0,0021800000686198473;0,064
sem_barragem;391;1246,8;1578;6,98;85,5;92,5;0,0021800000686198473;0,061
sem_barragem;392;1266,4;1599;8,79;83,0;91,8;0,0013099999632686377;0,066
sem_barragem;393;1267,3;1600;9,04;82,0;91,0;0,0017500000540167093;0,065
sem_barragem;394;1272,8;1606;6,74;79,5;86,2;0,0027199999894946814;0,063
sem_barragem;395;1274,5;1608;6,29;76,5;82,8;0,002580000087618828;0,062
sem_barragem;396;1275,8;1609;7,7;73,5;81,2;0,0021800000686198473;0,065
sem_barragem;397;1276,7;1610;7,06;71,5;78,6;0,0021800000686198473;0,063
sem_barragem;398;1282,9;1617;7,72;69,0;76,7;0,0017500000540167093;0,064
sem_barragem;399;1302,3;1638;12,51;67,5;80,0;0,0008699999889358878;0,062
sem_barragem;405;1842,7;2200;12,75;66,5;79,3;0,0017500000540167093;0,063
sem_barragem;406;2076,6;2435;10,04;64,0;74,0;0,0013099999632686377;0,066
sem_barragem;407;2079,5;2438;11,28;63,0;74,3;0,0010000000474974513;0,062
sem_barragem;408;2084,9;2443;8,34;62,5;70,8;0,0009399999980814755;0,063
sem_barragem;409;2086,5;2445;6,07;60,0;66,1;0,003000000026077032;0,064
sem_barragem;410;2092,1;2451;8,95;57,5;66,5;0,0017500000540167093;0,064
sem_barragem;411;2094,8;2453;7,3;55,5;62,8;0,0016499999910593033;0,067
sem_barragem;412;2149,8;2508;10,3;54,0;64,3;0,0008699999889358878;0,067
sem_barragem;413;2151,8;2510;8,95;53,0;62,0;0,0012799999676644802;0,065
sem_barragem;414;2179,3;2537;8,11;51,0;59,1;0,0021800000686198473;0,066
sem_barragem;415;2181,8;2540;7,27;49,4;56,6;0,002099999925121665;0,067
sem_barragem;416;2186,0;2544;10,67;47,5;58,2;0,0017399999778717756;0,067
sem_barragem;417;2188,0;2546;10,25;46,0;56,2;0,0012199999764561653;0,067
sem_barragem;418;2189,4;2547;10,72;44,5;55,2;0,0013099999632686377;0,068
sem_barragem;419;2199,9;2557;9,17;43,0;52,2;0,0013099999632686377;0,067
sem_barragem;420;2202,7;2560;9,35;41,5;50,8;0,0013099999632686377;0,067
sem_barragem;421;2204,2;2562;9,42;40,0;49,4;0,0012700000079348683;0,066
sem_barragem;422;2226,9;2584;7,74;39,2;47,0;0,0010900000343099236;0,069
sem_barragem;423;2228,5;2586;7,66;38,0;45,6;0,0017300000181421638;0,067
sem_barragem;424;2230,5;2588;9,79;36,5;46,3;0,0008699999889358878;0,058
sem_barragem;425;2277,1;2634;23,95;57,0;81,0;0,0008699999889358878;0,061
sem_barragem;426;2291,2;2647;14,86;56,0;70,9;0,001290000043809414;0,063
sem_barragem;427;2303,1;2659;8,24;35,0;43,2;0,0017399999778717756;0,069
sem_barragem;428;2305,3;2661;7,49;34,5;42,0;0,0016899999463930726;0,066
sem_barragem;429;2306,5;2662;9,15;32,0;41,1;0,0007900000200606883;0,061
sem_barragem;430;2318,5;2674;12,73;31,5;44,2;0,0001;0,07
sem_barragem;431;2330,5;2686;8,36;31,0;39,4;0,0017500000540167093;0,067
sem_barragem;432;2338,2;2694;8,18;28,5;36,7;0,0025100000202655792;0,068
sem_barragem;433;2340,8;2696;10,18;26,0;36,2;0,001560000004246831;0,066
sem_barragem;434;2345,5;2701;10,49;26,0;36,5;0,0006699999794363976;0,069
sem_barragem;435;2347,6;2703;8,43;26,0;34,4;0,0008200000156648457;0,065
sem_barragem;436;2349,8;2705;8,2;24,5;32,7;0,003659999929368496;0,064
sem_barragem;437;2356,1;2711;8,69;20,5;29,2;0,0026199999265372753;0,069
sem_barragem;439;2432,4;2785;11,66;54,0;65,7;0,0017500000540167093;0,068
sem_barragem;440;2433,9;2787;11,75;52,0;63,8;0,0017500000540167093;0,064
sem_barragem;441;2436,9;2790;12,48;50,0;62,5;0,0017500000540167093;0,066
sem_barragem;442;2454,0;2807;11,54;48,0;59,5;0,0017500000540167093;0,066
sem_barragem;443;2462,6;2815;11,75;46,0;57,7;0,0017500000540167093;0,065
sem_barragem;444;2468,4;2820;11,17;43,5;54,7;0,0021800000686198473;0,067
sem_barragem;445;2474,2;2826;9,82;41,2;51,1;0,0021800000686198473;0,065
sem_barragem;446;2476,5;2828;11,76;38,5;50,3;0,0021800000686198473;0,066
sem_barragem;447;2483,4;2835;17,31;37,0;54,3;0,0004400000034365803;0,067
sem_barragem;448;2485,3;2837;17,02;36,5;53,5;0,0004400000034365803;0,068
sem_barragem;449;2487,9;2839;19,28;36,5;55,8;0,0001;0,068
sem_barragem;451;2568,4;2917;17,22;66,5;83,7;0,0008699999889358878;0,064
sem_barragem;454;2715,9;3059;26,16;19,5;45,7;0,0001;0,067
sem_barragem;455;2815,9;3155;10,98;18,2;29,2;0,002400000113993883;0,067
sem_barragem;456;2817,6;3156;10,4;15,0;25,4;0,0013099999632686377;0,068
sem_barragem;457;2834,2;3172;12,94;15,0;27,9;0,0005799999926239252;0,069
sem_barragem;458;2836,9;3175;9,08;15,0;24,1;0,0008500000112690032;0,067
sem_barragem;459;2838,1;3176;12,16;15,0;27,2;0,001019999966956675;0,066
sem_barragem;460;2841,3;3179;14,15;14,5;28,6;0,0003100000030826777;0,069
sem_barragem;461;2843,3;3181;16,93;14,5;31,4;0,0001;0,067
sem_barragem;463;12626,1;11294;22,93;72,5;95,4;0,0004199999966658652;0,068
sem_barragem;464;12776,0;11408;10,88;72,5;83,4;0,004389999900013208;0,055
sem_barragem;465;12802,2;11428;19,45;67,0;86,4;0,0007300000288523734;0,056
sem_barragem;466;12803,1;11428;18,21;66,5;84,7;0,0007099999929778278;0,061
sem_barragem;467;12825,5;11445;13,96;66,0;80,0;0,0011899999808520079;0,055
sem_barragem;468;15398,1;13370;13,6;62,0;75,6;0,003060000017285347;0,059
sem_barragem;469;15413,3;13381;27,09;61,5;88,6;0,0001;0,056
sem_barragem;470;15418,1;13384;17,23;61,5;78,7;0,0007900000200606883;0,059
sem_barragem;471;15423,0;13388;20,17;61,0;81,2;0,0004400000034365803;0,058
sem_barragem;472;15432,4;13395;16,69;60,0;76,7;0,0008399999933317304;0,057
sem_barragem;473;15446,2;13405;26,19;59,5;85,7;0,0008699999889358878;0,062
sem_barragem;474;15448,8;13407;18,26;59,0;77,3;0,0004400000034365803;0,061
sem_barragem;475;15455,4;13412;17,66;58,5;76,2;0,0010400000028312206;0,059
sem_barragem;476;15457,3;13413;16,61;57,0;73,6;0,0011399999493733048;0,058
sem_barragem;477;15461,9;13417;17,81;56,0;73,8;0,0013099999632686377;0,059
sem_barragem;478;15685,0;13581;17,03;54,5;71,5;0,0008699999889358878;0,058
sem_barragem;479;15687,6;13583;20,77;53,0;73,8;0,0008699999889358878;0,061
sem_barragem;480;15688,8;13584;32,7;52,0;84,7;0,0013099999632686377;0,063
sem_barragem;481;15712,9;13602;12,6;50,5;63,1;0,0013599999947473407;0,064
sem_barragem;482;15722,2;13608;18,75;49,0;67,8;0,0008699999889358878;0,063
sem_barragem;483;15725,1;13610;29,44;49,0;78,4;0,0001;0,066
sem_barragem;484;15738,2;13620;17,24;49,0;66,2;0,0005699999746866524;0,062
sem_barragem;485;15744,9;13625;17,12;49,0;66,1;0,0007800000021234155;0,066
sem_barragem;486;15749,6;13628;22,18;49,0;71,2;0,0004400000034365803;0,061
sem_barragem;487;15755,5;13633;17,71;48,0;65,7;0,0008699999889358878;0,062
sem_barragem;488;15759,2;13636;18,57;47,0;65,6;0,0008699999889358878;0,061
sem_barragem;489;15760,9;13637;16,53;46,0;62,5;0,0008699999889358878;0,058
sem_barragem;490;15764,8;13640;15,71;45,0;60,7;0,0008699999889358878;0,059
sem_barragem;491;15828,6;13687;16,21;44,0;60,2;0,0012700000079348683;0,064
sem_barragem;492;15831,9;13689;16,35;43,0;59,4;0,0008699999889358878;0,059
sem_barragem;493;15837,1;13693;15,31;41,5;56,8;0,0008699999889358878;0,056
sem_barragem;494;15872,4;13719;16,21;40,0;56,2;0,0013099999632686377;0,064
sem_barragem;495;15874,2;13720;13,67;38,5;52,2;0,0013099999632686377;0,062
sem_barragem;496;15880,7;13725;22,03;37,5;59,5;0,0008699999889358878;0,062
sem_barragem;497;15881,1;13725;22,34;36,5;58,8;0,0004400000034365803;0,053
sem_barragem;498;18372,7;15535;18,84;35,6;54,4;0,0005699999746866524;0,058
sem_barragem;499;18378,4;15539;24,85;34,5;59,3;0,0004400000034365803;0,06
sem_barragem;500;18381,0;15541;18,18;34,0;52,2;0,0008699999889358878;0,06
sem_barragem;501;18385,5;15544;33,22;33,0;66,2;0,0008699999889358878;0,049
sem_barragem;502;18386,6;15545;16,48;32,5;49,0;0,0007999999797903001;0,061
sem_barragem;503;18389,9;15548;28,75;31,5;60,2;0,0004400000034365803;0,057
sem_barragem;504;18930,1;15935;25,22;31,0;56,2;0,0004400000034365803;0,068
sem_barragem;505;18959,7;15956;21,38;30,5;51,9;0,0004400000034365803;0,067
sem_barragem;506;18960,6;15957;19,66;30,0;49,7;0,0008699999889358878;0,063
sem_barragem;507;18967,2;15961;20,87;29,5;50,4;0,0005300000193528831;0,064
sem_barragem;508;19015,5;15996;20,25;29,0;49,3;0,0004400000034365803;0,069
sem_barragem;509;19066,8;16033;24,46;28,5;53,0;0,0004400000034365803;0,066
sem_barragem;510;19066,9;16033;16,73;28,0;44,7;0,0004400000034365803;0,065
sem_barragem;511;19076,4;16040;19,88;27,5;47,4;0,0005699999746866524;0,068
sem_barragem;512;19126,1;16075;17,0;27,0;44,0;0,00107999995816499;0,065
sem_barragem;513;19135,9;16082;23,57;26,5;50,1;0,0004400000034365803;0,065
sem_barragem;514;19173,7;16109;17,41;26,0;43,4;0,0007699999841861427;0,067
sem_barragem;515;19177,8;16112;38,04;25,5;63,5;0,0001;0,059
sem_barragem;516;19192,4;16122;17,59;25,0;42,6;0,0008699999889358878;0,068
sem_barragem;517;19196,7;16125;16,43;24,5;40,9;0,0004400000034365803;0,068
sem_barragem;518;19215,1;16139;19,24;24,0;43,2;0,0009899999713525176;0,059
sem_barragem;519;19220,7;16143;18,92;23,5;42,4;0,0004400000034365803;0,065
sem_barragem;520;19224,5;16145;17,59;22,5;40,1;0,0004400000034365803;0,068
sem_barragem;521;19228,8;16148;15,99;22,0;38,0;0,0008699999889358878;0,068
sem_barragem;522;19440,2;16299;16,71;21,5;38,2;0,0006600000197067857;0,067
sem_barragem;523;19443,2;16301;13,94;20,5;34,4;0,001120000029914081;0,065
sem_barragem;524;19446,0;16303;17,09;20,0;37,1;0,0008699999889358878;0,067
sem_barragem;525;19450,1;16306;17,25;19,5;36,8;0,0004400000034365803;0,068
sem_barragem;526;19460,1;16313;16,55;18,5;35,0;0,0004400000034365803;0,068
sem_barragem;527;19467,9;16319;18,75;18,0;36,7;0,0008699999889358878;0,059
sem_barragem;528;19468,8;16320;19,85;17,5;37,3;0,0007699999841861427;0,058
sem_barragem;529;19473,4;16323;18,7;16,5;35,2;0,0004400000034365803;0,067
sem_barragem;530;19478,3;16326;14,29;16,0;30,3;0,0011899999808520079;0,069
sem_barragem;531;19542,0;16372;14,47;15,5;30,0;0,000859999970998615;0,068
sem_barragem;532;19571,0;16392;20,95;14,5;35,4;0,0004400000034365803;0,068
sem_barragem;533;22416,9;18397;22,75;14,0;36,7;0,0005799999926239252;0,061
sem_barragem;534;22419,5;18399;22,77;14,0;36,8;0,0001;0,069
sem_barragem;535;22428,4;18406;28,29;14,0;42,3;0,0001;0,064
sem_barragem;536;22429,3;18406;31,57;14,0;45,6;0,0001;0,067
sem_barragem;537;22434,4;18410;31,73;14,0;45,7;0,0001;0,064
sem_barragem;538;22436,8;18411;15,56;14,0;29,6;0,0008299999753944576;0,067
sem_barragem;539;22440,5;18414;24,92;14,0;38,9;0,0001;0,064
sem_barragem;540;22442,7;18415;32,02;14,0;46,0;0,0001;0,068
sem_barragem;541;23029,8;18824;19,28;14,0;33,3;0,0001;0,069
sem_barragem;542;23085,5;18863;36,12;14,0;50,1;0,0001;0,053
sem_barragem;543;23088,1;18865;14,52;14,0;28,5;0,0007399999885819852;0,064
sem_barragem;544;23330,3;19033;17,23;13,5;30,7;0,0004400000034365803;0,061
sem_barragem;545;23340,2;19040;16,38;13,5;29,9;0,0002099999983329326;0,069
sem_barragem;546;23350,5;19047;18,5;13,5;32,0;0,0004299999854993075;0,063
sem_barragem;547;23350,9;19047;45,0;13,5;58,5;0,0001;0,044
sem_barragem;548;23614,7;19230;11,06;13,5;24,6;0,0004199999966658652;0,066
sem_barragem;549;23616,5;19231;15,2;13,5;28,7;0,0004299999854993075;0,063
sem_barragem;550;23619,1;19233;17,08;13,5;30,6;0,0001;0,06
sem_barragem;551;23620,8;19234;14,67;13,5;28,2;0,00031999999191612005;0,061
sem_barragem;552;23621,1;19234;18,57;13,5;32,1;0,0004400000034365803;0,055
sem_barragem;553;23622,5;19235;19,91;13,0;32,9;0,0001;0,061
sem_barragem;554;23623,3;19236;13,94;13,0;26,9;0,000859999970998615;0,053
sem_barragem;555;23623,8;19236;16,74;13,0;29,7;0,0008699999889358878;0,052
sem_barragem;556;23659,9;19261;5,98;9,8;15,7;0,00430000014603138;0,069
sem_barragem;557;23693,0;19284;24,52;8,0;32,5;0,0001;0,068
sem_barragem;558;23694,5;19285;21,64;8,0;29,6;0,0004400000034365803;0,059
sem_barragem;559;23696,5;19286;13,01;7,5;20,5;0,00033999999868683517;0,065
sem_barragem;560;23699,2;19288;11,87;7,5;19,4;0,0001;0,069
sem_barragem;561;23733,8;19312;11,82;7,5;19,3;0,0001;0,068
sem_barragem;562;23734,8;19313;22,25;7,0;29,3;0,0004400000034365803;0,054
sem_barragem;563;24424,2;19789;10,07;7,0;17,1;0,000859999970998615;0,067
sem_barragem;564;24432,4;19794;9,35;7,0;16,3;0,000750000006519258;0,066
sem_barragem;565;24439,8;19799;9,69;7,0;16,7;0,0008200000156648457;0,068
sem_barragem;566;24442,0;19801;12,05;6,5;18,5;0,0012600000482052565;0,058
sem_barragem;567;24442,8;19801;23,17;6,5;29,7;0,0001;0,056
sem_barragem;568;24454,7;19810;8,66;6,5;15,2;0,00033999999868683517;0,069
sem_barragem;569;25161,2;20295;14,76;6,5;21,3;0,0004199999966658652;0,059
sem_barragem;570;25161,9;20296;16,64;6,0;22,6;0,0008399999933317304;0,057
sem_barragem;571;25162,2;20296;45,0;6,0;51,0;0,0001;0,037
sem_barragem;572;25167,6;20300;7,19;6,0;13,2;0,0001;0,069
sem_barragem;573;25284,8;20380;16,43;6,0;22,4;0,0011899999808520079;0,058
sem_barragem;574;25286,2;20381;12,67;5,5;18,2;0,0003100000030826777;0,058
sem_barragem;575;25573,9;20578;10,65;5,5;16,2;0,00039999998989515007;0,056
sem_barragem;576;25578,5;20581;8,37;5,5;13,9;0,00033999999868683517;0,055
sem_barragem;577;25579,6;20582;8,04;5,0;13,0;0,0007999999797903001;0,069
sem_barragem;578;25622,5;20611;10,13;5,0;15,1;0,0008099999977275729;0,063
sem_barragem;579;25623,3;20611;5,8;4,6;10,4;0,000910000002477318;0,046
sem_barragem;580;25627,1;20614;11,43;3,0;14,4;0,001560000004246831;0,053
sem_barragem;581;25663,1;20639;7,49;3,0;10,5;0,0001;0,067
sem_barragem;582;25669,1;20643;16,95;3,0;20,0;0,0006399999838322401;0,058
sem_barragem;583;25677,0;20648;9,2;3,0;12,2;0,0001;0,066
sem_barragem;584;25701,5;20665;7,7;2,5;10,2;0,0004400000034365803;0,065
sem_barragem;585;25707,2;20669;10,56;2,5;13,1;0,00031999999191612005;0,062
sem_barragem;586;25708,4;20670;10,23;2,5;12,7;0,0001;0,067
sem_barragem;587;25726,5;20682;14,42;2,5;16,9;0,0001;0,064
sem_barragem;588;25729,0;20684;15,78;2,0;17,8;0,0004400000034365803;0,047
sem_barragem;589;25729,3;20684;45,0;2,0;47,0;0,0001;0,035
sem_barragem;590;25729,3;20684;45,0;2,0;47,0;0,0001;0,035
sem_barragem;591;25729,3;20684;12,31;2,0;14,3;0,0001;0,062
sem_barragem;592;25737,7;20690;14,89;2,0;16,9;0,0001;0,052
sem_barragem;593;25740,1;20691;14,62;2,0;16,6;0,0010499999625608325;0,063
sem_barragem;594;25740,6;20692;13,54;1,5;15,0;0,0003600000054575503;0,043
sem_barragem;595;25742,3;20693;11,78;1,5;13,3;0,0004299999854993075;0,057
sem_barragem;596;26182,8;20993;14,15;1,5;15,6;0,0001;0,063
ALTJ_seca_triagem;0;150,8;262;0,66;69,5;70,2;0,0803299993276596;0,07
ALTJ_seca_triagem;1;151,1;263;0,19;69,0;69,2;0,10478000342845917;0,069
ALTJ_seca_triagem;2;151,5;263;1,23;53,5;54,7;0,0850600004196167;0,065
ALTJ_seca_triagem;3;151,9;264;1,51;52,5;54,0;0,05452999845147133;0,065
ALTJ_seca_triagem;4;152,2;264;1,2;64,9;66,1;0,08060000091791153;0,065
ALTJ_seca_triagem;5;152,4;264;0,86;50,0;50,9;0,13050000369548798;0,067
ALTJ_seca_triagem;6;152,9;265;0,66;152,2;152,9;0,12737999856472015;0,07
ALTJ_seca_triagem;7;153,4;266;0,8;15,3;16,1;0,12230999767780304;0,062
ALTJ_seca_triagem;8;153,9;267;0,46;100,7;101,1;0,21484999358654022;0,06
ALTJ_seca_triagem;9;154,3;267;0,6;52,6;53,2;0,20670999586582184;0,068
ALTJ_seca_triagem;10;154,5;267;0,69;98,5;99,2;0,2082200050354004;0,061
ALTJ_seca_triagem;11;154,9;268;0,28;98,9;99,2;0,1975799947977066;0,062
ALTJ_seca_triagem;12;155,5;269;1,08;136,2;137,2;0,1705400049686432;0,064
ALTJ_seca_triagem;13;156,1;270;0,91;138,4;139,3;0,16705000400543213;0,062
ALTJ_seca_triagem;14;156,8;271;0,29;138,2;138,5;0,18880000710487366;0,067
ALTJ_seca_triagem;15;157,8;272;0,41;51,3;51,7;0,18116000294685364;0,064
ALTJ_seca_triagem;16;158,4;273;0,59;49,9;50,5;0,1726199984550476;0,064
ALTJ_seca_triagem;17;158,8;274;0,18;87,2;87,4;0,17219999432563782;0,061
ALTJ_seca_triagem;18;159,1;274;0,52;43,7;44,2;0,16009999811649323;0,064
ALTJ_seca_triagem;19;159,4;275;0,54;158,3;158,8;0,15703000128269196;0,063
ALTJ_seca_triagem;20;159,8;275;0,38;23,7;24,1;0,16043999791145325;0,061
ALTJ_seca_triagem;21;159,9;275;0,65;12,6;13,3;0,11467999964952469;0,055
ALTJ_seca_triagem;22;160,7;277;0,52;11,8;12,3;0,10593999922275543;0,067
ALTJ_seca_triagem;23;161,1;277;0,85;47,6;48,5;0,10724999755620956;0,067
ALTJ_seca_triagem;24;161,9;278;0,7;47,5;48,2;0,08433999866247177;0,06
ALTJ_seca_triagem;25;162,3;279;0,79;112,3;113,1;0,10531000047922134;0,067
ALTJ_seca_triagem;26;162,7;280;0,66;51,6;52,3;0,09782999753952026;0,053
ALTJ_seca_triagem;27;162,9;280;0,52;94,0;94,6;0,09724000096321106;0,057
ALTJ_seca_triagem;28;163,5;281;0,55;44,4;44,9;0,06488999724388123;0,059
ALTJ_seca_triagem;29;164,2;282;1,48;45,8;47,3;0,03791999816894531;0,066
ALTJ_seca_triagem;30;164,8;283;1,28;36,2;37,5;0,0385500006377697;0,062
ALTJ_seca_triagem;31;165,7;284;0,05;34,2;34,3;0,05452999845147133;0,066
ALTJ_seca_triagem;32;166,5;285;0,59;23,3;23,9;0,054329998791217804;0,053
ALTJ_seca_triagem;33;167,0;286;0,74;25,7;26,4;0,055229999125003815;0,055
ALTJ_seca_triagem;34;167,9;287;0,51;64,6;65,1;0,2530499994754791;0,063
ALTJ_seca_triagem;35;168,7;288;0,67;115,0;115,7;0,05528999865055084;0,067
ALTJ_seca_triagem;36;170,7;291;0,7;107,7;108,4;0,05618999898433685;0,069
ALTJ_seca_triagem;37;171,6;292;0,62;61,2;61,9;0,06932999938726425;0,067
ALTJ_seca_triagem;38;172,4;294;1,21;61,0;62,2;0,03443000093102455;0,064
ALTJ_seca_triagem;39;173,3;295;0,65;24,1;24,7;0,14993000030517578;0,062
ALTJ_seca_triagem;40;174,5;297;0,24;22,1;22,4;0,2887499928474426;0,055
ALTJ_seca_triagem;41;175,1;297;0,38;330,5;330,9;0,294869989156723;0,058
ALTJ_seca_triagem;42;178,9;303;0,27;58,7;58,9;0,04613000154495239;0,056
ALTJ_seca_triagem;43;180,7;306;1,13;8,5;9,6;0,009270000271499157;0,062
ALTJ_seca_triagem;44;181,4;307;0,72;56,1;56,8;0,04433999955654144;0,058
ALTJ_seca_triagem;45;182,3;308;0,23;54,4;54,6;0,14889000356197357;0,067
ALTJ_seca_triagem;46;182,5;308;0,57;22,0;22,6;0,1526000052690506;0,058
ALTJ_seca_triagem;47;183,0;309;0,29;22,5;22,7;0,15394000709056854;0,057
ALTJ_seca_triagem;48;183,4;309;0,93;22,7;23,6;0,021199999377131462;0,067
ALTJ_seca_triagem;49;183,5;310;0,8;7,2;8,0;0,15025000274181366;0,044
ALTJ_seca_triagem;50;183,5;310;1,22;30,5;31,7;0,022220000624656677;0,053
ALTJ_seca_triagem;51;184,5;311;0,68;28,6;29,3;0,13583000004291534;0,064
ALTJ_seca_triagem;52;185,1;312;0,22;47,7;47,9;0,13606999814510345;0,063
ALTJ_seca_triagem;53;185,5;313;0,63;23,6;24,2;0,0246799997985363;0,05
ALTJ_seca_triagem;54;186,3;314;0,64;109,1;109,7;0,25501999258995056;0,065
ALTJ_seca_triagem;55;188,4;317;0,71;50,6;51,3;0,12755000591278076;0,062
ALTJ_seca_triagem;56;189,7;319;0,24;48,6;48,8;0,15211999416351318;0,066
ALTJ_seca_triagem;57;190,9;320;0,51;35,0;35,6;0,15027999877929688;0,054
ALTJ_seca_triagem;58;191,0;320;0,84;44,6;45,5;0,1311199963092804;0,058
ALTJ_seca_triagem;59;191,6;321;0,37;30,2;30,6;0,1477700024843216;0,061
ALTJ_seca_triagem;60;192,4;322;1,02;178,8;179,8;0,1428000032901764;0,059
ALTJ_seca_triagem;61;192,9;323;0,62;162,7;163,3;0,1271200031042099;0,063
ALTJ_seca_triagem;62;193,3;324;0,67;150,7;151,4;0,11729999631643295;0,06
ALTJ_seca_triagem;63;194,1;325;0,6;23,5;24,1;0,10685999691486359;0,067
ALTJ_seca_triagem;64;194,5;325;1,63;50,4;52,0;0,005179999861866236;0,056
ALTJ_seca_triagem;65;195,0;326;1,02;48,7;49,7;0,005369999911636114;0,045
ALTJ_seca_triagem;66;199,8;333;0,7;42,7;43,4;0,10350000113248825;0,067
ALTJ_seca_triagem;67;201,7;336;1,57;39,4;40,9;0,003869999898597598;0,062
ALTJ_seca_triagem;68;204,9;340;0,86;37,0;37,8;0,026340000331401825;0,066
ALTJ_seca_triagem;69;205,2;341;0,53;36,0;36,5;0,02751999907195568;0,067
ALTJ_seca_triagem;70;205,5;341;0,5;30,0;30,5;0,02597000077366829;0,055
ALTJ_seca_triagem;71;206,4;342;1,22;101,5;102,7;0,05349000170826912;0,063
ALTJ_seca_triagem;72;207,3;344;0,47;35,6;36,1;0,07216999679803848;0,062
ALTJ_seca_triagem;73;207,9;344;0,56;97,1;97,7;0,07537999749183655;0,065
ALTJ_seca_triagem;74;208,8;346;0,53;21,8;22,4;0,06937000155448914;0,059
ALTJ_seca_triagem;75;210,3;348;0,61;16,4;17,0;0,06994999945163727;0,065
ALTJ_seca_triagem;76;210,6;348;0,35;33,7;34,1;0,0684100016951561;0,068
ALTJ_seca_triagem;77;210,8;348;0,55;22,0;22,5;0,06606999784708023;0,061
ALTJ_seca_triagem;78;211,2;349;0,88;21,0;21,9;0,018959999084472656;0,064
ALTJ_seca_triagem;79;211,9;350;1,34;20,2;21,5;0,01785999909043312;0,065
ALTJ_seca_triagem;80;212,2;350;1,24;15,7;16,9;0,019780000671744347;0,066
ALTJ_seca_triagem;81;213,5;352;1,34;30,9;32,2;0,012810000218451023;0,064
ALTJ_seca_triagem;82;214,1;353;2,61;26,5;29,1;0,00570000009611249;0,068
ALTJ_seca_triagem;83;215,0;354;0,82;23,9;24,7;0,008390000090003014;0,064
ALTJ_seca_triagem;84;216,4;356;2,17;25,0;27,2;0,008559999987483025;0,062
ALTJ_seca_triagem;85;217,2;357;0,17;25,1;25,3;0,06443999707698822;0,064
ALTJ_seca_triagem;86;218,5;359;0,78;86,3;87,0;0,05770999938249588;0,068
ALTJ_seca_triagem;87;221,3;363;0,28;26,4;26,7;0,08189000189304352;0,064
ALTJ_seca_triagem;88;221,7;364;0,94;87,5;88,5;0,04816000163555145;0,06
ALTJ_seca_triagem;89;222,4;365;0,55;84,2;84,7;0,056620001792907715;0,06
ALTJ_seca_triagem;90;223,7;366;0,72;74,4;75,1;0,05697000026702881;0,052
ALTJ_seca_triagem;91;224,7;368;0,63;81,3;81,9;0,042490001767873764;0,061
