cenario;tempo_h;Q_natural_Estrela_m3s;Q_resultante_Estrela_m3s;Q_fora_E12_m3s
C01;436,0;600,0060927730798;2539,386639067655;113,58757318022062
C01;437,0;600,005804653303;2539,386406371572;113,58751863606412
C01;438,0;600,0055300714829;2539,3861845333745;113,58746665478766
C01;439,0;600,0052683960238;2539,3859730504128;113,58741711682342
C01;440,0;600,0050190245618;2539,385771443099;113,58736990813748
C01;441,0;600,0047813826236;2539,3855792538643;113,58732491997593
C01;442,0;600,0045549223477;2539,3853960461497;113,58728204862265
C01;443,0;600,0043391212613;2539,385221403459;113,587241195168
C01;444,0;600,0041334811148;2539,3850549284393;113,58720226528803
C01;445,0;600,0039375267688;2539,3848962420134;113,58716516903371
C01;446,0;600,0037508051313;2539,3847449825494;113,58712982062987
C01;447,0;600,0035728841432;2539,3846008050596;113,58709613828313
C01;448,0;600,0034033518109;2539,384463380448;113,58706404399871
C01;449,0;600,0032418152823;2418,2600595736067;113,58703346340546
C01;450,0;600,0030878999646;2339,953285203587;113,587004325589
C01;451,0;600,0029412486834;2324,718215182093;113,58697656293238
C01;452,0;600,0028015208794;2322,8178081580077;113,58695011096403
C01;453,0;600,0026683918413;2320,9192500548043;113,58692490821271
C01;454,0;600,0025415519757;2319,0076306431197;113,58690089606901
C01;455,0;600,0024207061078;2317,0514355160726;113,58687801865322
C01;456,0;600,0023055728162;2315,0972478380672;113,58685622268925
C01;457,0;600,0021958837971;2313,1450806230046;113,58683545738428
C01;458,0;600,0020913832573;2311,1374132510364;113,58681567431398
C01;459,0;600,0019918273365;2309,1310068290963;113,58679682731298
C01;460,0;600,0018969835545;2307,1267861261476;113,58677887237026
C01;461,0;600,0018066302842;2305,0821338062965;113,58676176752947
C01;462,0;600,0017205562496;2303,0270244575595;113,58674547279374
C01;463,0;600,0016385600452;2300,974270891849;113,58672995003492
C01;464,0;600,0015604496796;2298,8872255804777;113,58671516290696
C01;465,0;600,0014860421378;2101,5605687780458;113,58670107676316
C01;466,0;600,0014151629656;1909,7266330451703;113,5866876585775
C01;467,0;600,0013476458719;1761,464532783301;113,58667487686924
C01;468,0;600,0012833323493;1646,490088179074;113,5866627016313
C01;469,0;600,0012220713134;1555,9758276660339;113,58665110426172
C01;470,0;600,0011637187567;1482,768497357671;113,5866400574984
C01;471,0;600,0011081374207;1423,530013874682;113,5866295353568
C01;472,0;600,0010551964813;1375,821058776961;113,58661951307052
C01;473,0;600,0010047712493;1337,303128622715;113,58660996703458
C01;474,0;600,0009567428854;1306,3376545425535;113,5866008747514
C01;475,0;600,0009109981272;1281,9399424994238;113,58659221477923
C01;476,0;600,0008674290299;1263,6771528329878;113,58658396668295
C01;477,0;600,000825932718;1252,6270292089748;113,58657611098711
C01;478,0;600,0007864111493;1249,6227397798964;113,58656862913128
C01;479,0;600,000748770889;1246,6219865670278;113,58656150342728
C01;480,0;600,0007129228954;1243,5750990649665;113,58655471701853
C02;0,0;600,0;421,4501322380105;113,58641975308645
C02;1,0;602,0730252219284;420,04615824612716;113,97886560811429
C02;2,0;615,6917366914672;420,82840253913895;116,55703340390629
C02;3,0;650,1096337094854;425,4803130273867;123,07270956675148
C02;4,0;712,3864302716262;435,3268987733037;134,86237349205965
C02;5,0;807,6922804725331;451,4331479055998;152,90479066846797
C02;6,0;939,578770874094;474,4749794885428;177,87231443265648
C02;7,0;1110,2198372612952;504,8952364052653;210,17649408894135
C02;8,0;1320,6254897546692;542,8624164817395;250,00853535983208
C02;9,0;1570,830978959158;588,2329690308109;297,37511156201117
C02;10,0;1860,0638049961954;640,9514248118282;352,1299802030351
C02;11,0;2186,8907593063777;700,8270502601845;414,00181956786696
C02;12,0;2549,346994559396;767,494784082363;482,61866303382175
C02;13,0;2945,048939510288;841,2456653830508;557,5292750609964
C02;14,0;3371,2927119421097;920,8437142737704;638,2217818152961
C02;15,0;3825,1395327745504;1005,752998041349;724,1398409730917
C02;16,0;4303,48950692258;1095,4047835920244;814,6966092271856
C02;17,0;4803,145010566519;1189,1280351708672;909,2867421752527
C02;18,0;5320,864809227682;1286,5115416507888;1007,2966394506035
C02;19,0;5853,409925584;1387,1118048329595;1108,1131279904453
C02;20,0;6397,582179524259;1490,2704774455;1211,1307580805135
C02;21,0;6950,256234804096;1595,4560413622505;1315,7578701299403
C02;22,0;7508,405906163199;1702,1541196616677;1421,421574890011
C02;23,0;8069,125407273852;1809,6403295626806;1527,5717759181712
C02;24,0;8629,646152846582;1917,5731903027845;1633,6843503963996
C02;25,0;9187,349667093044;2025,5045157110999;1739,2635928413492
C02;26,0;9739,777095054598;2132,9967026755385;1843,8440157006141
C02;27,0;10284,635762599604;2239,594638040558;1946,9915912304057
C02;28,0;10819,8031847608;2344,5466122886537;2048,3045103167033
C02;29,0;11343,328880145813;2447,8370125830725;2147,4135259625846
C02;30,0;11853,434311058632;2548,984243307018;2243,9819419525716
C02;31,0;12348,511234394355;2647,596765897014;2337,7053006593687
C02;32,0;12827,11871701698;2743,419786995491;2428,3108180229383
C02;33,0;13287,97904092603;2835,817528112648;2515,556608354733
C02;34,0;13729,972697810983;2924,8303326598525;2599,2307367532926
C02;35,0;14152,132649350526;3009,865112862351;2679,1501325174804
C02;36,0;14553,638008623728;3091,122004701642;2755,1593929700134
C02;37,0;14933,807279066135;3170,0702485325155;2827,1295035195067
C02;38,0;15292,09127034545;3244,5873753035394;2894,956496559946
C02;39,0;15628,065795183416;3314,8157979342714;2958,560068900927
C02;40,0;15941,424237360823;3500,4289380304667;3017,882174811488
C02;41,0;16231,970068771821;3799,2712962171354;3072,8856094184202
C02;42,0;16499,609382313687;4128,8002501908795;3123,55259510241
C02;43,0;16744,343497492064;4456,419940519245;3169,8833816599954
C02;44,0;16966,26168678126;4768,236566518031;3211,8948693257416
C02;45,0;17165,53406290655;5056,355013157562;3249,619262258678
C02;46,0;17342,404660219705;5327,457246850019;3283,1027587726635
C02;47,0;17497,18473713819;5569,062853831328;3312,40428341646
C02;48,0;17630,246321136627;5789,682343354961;3337,594264971555
C02;49,0;17742,016012947275;6084,9263139477935;3358,7534635210177
C02;50,0;17832,969062381486;6345,903344026829;3375,9718489391125
C02;51,0;17903,623724468413;6574,219525673765;3389,3475324479773
C02;52,0;17954,535901368436;6641,742953920582;3398,9857522744924
C02;53,0;17986,294072708497;6647,755115554621;3404,997913908531
C02;54,0;17999,514514561488;6650,257886650679;3407,5006850045893
C02;55,0;17994,836805211777;6649,372346221214;3406,6151445751234
C02;56,0;17972,91961407818;6645,223187434698;3402,465985788608
C02;57,0;17934,4367686707;6637,9379730484525;3395,180771402362
C02;58,0;17880,07359320866;6627,646442269883;3384,889240623793
C02;59,0;17810,52351149829;6614,479867644856;3371,722665998766
C02;60,0;17726,484905832207;6598,570460413771;3355,8132587676805
C02;61,0;17628,658223010345;6580,050822650344;3337,293621004254
C02;62,0;17517,74331807004;6559,053444401305;3316,2962427552143
C02;63,0;17394,437025935666;6535,710243973685;3292,9530423275946
C02;64,0;17259,430950937294;6510,152149467049;3267,3949478209584
C02;65,0;17113,40946398961;6482,508719618034;3239,7515179719435
C02;66,0;16957,04789715301;6452,907802011447;3210,150600365356
C02;67,0;16791,010925306102;6421,4752267135555;3178,718025067465
C02;68,0;16615,95112473257;6388,334533397161;3145,577331751071
C02;69,0;16432,507698555106;6353,606730052597;3110,8495284065075
C02;70,0;16241,305359126802;6317,410081412472;3074,652879766382
C02;71,0;16042,953357708182;6279,859925259139;3037,1027236130485
C02;72,0;15838,044652008452;6241,068514831353;2998,3113131852633
C02;73,0;15627,155202447417;6201,144885599126;2958,387683953035
C02;74,0;15410,843388293562;6160,1947447324055;2917,437543086315
C02;75,0;15189,649535149563;6118,320381649045;2875,5631800029546
C02;76,0;14964,09554558486;6075,620598089578;2832,863396443488
C02;77,0;14734,684625051783;6032,190656230225;2789,4334545841343
C02;78,0;14501,901095564177;5988,122243410251;2745,3650417641607
C02;79,0;14266,210289962448;5943,5034521152165;2700,746250469126
C02;80,0;14028,058519934102;5898,4187739229155;2655,661572276825
C02;81,0;13787,873111301904;5852,949106183811;2610,19190453772
C02;82,0;13546,062500431135;5807,171770271947;2564,414568625857
C02;83,0;13303,016385941182;5761,160540305594;2518,4033386595033
C02;84,0;13059,10593023406;5714,985681298734;2472,2284796526433
C02;85,0;12814,68400567164;5668,71399576506;2425,95679411897
C02;86,0;12570,085480544294;5622,408877854892;2379,651676208802
C02;87,0;12325,627540274778;5576,130374162512;2333,3731725164216
C02;88,0;12081,610039592584;5529,935250396535;2287,178048750444
C02;89,0;11838,315881694916;5483,877063159138;2241,119861513047
C02;90,0;11596,011420680552;5438,006236131098;2195,249034485008
C02;91,0;11354,946883802193;5392,370140008685;2149,6129383625944
C02;92,0;11115,356810331023;5347,013175585402;2104,255973939312
C02;93,0;10877,460504064298;5301,9768594165325;2059,219657770442
C02;94,0;10641,462496732905;5257,299911547141;2014,5427099010508
C02;95,0;10407,553019780918;5213,018344824986;1970,2611431788955
C02;96,0;10175,908482193263;5169,165555358418;1926,4083537123272
C02;97,0;9946,691952241494;5125,772413716004;1883,015212069914
C02;98,0;9720,053641200731;5082,867356499327;1840,1101548532367
C02;99,0;9496,131387263933;5040,476477953124;1797,719276307034
C02;100,0;9275,051138042878;4998,623621307891;1755,8664196618006
C02;101,0;9056,927430198797;4957,330469579096;1714,5732679330054
C02;102,0;8841,86386489006;4916,616635574506;1673,8594339284155
C02;103,0;8629,9535778596;4876,499750886775;1633,7425492406844
C02;104,0;8421,279703111732;4836,995553672417;1594,2383520263274
C02;105,0;8215,915829246442;4798,117975040779;1555,3607733946892
C02;106,0;8013,926447629981;4759,879223897524;1517,1220222514332
C02;107,0;7815,367391683663;4722,289870106698;1479,5326684606075
C02;108,0;7620,286266668487;4685,358925853568;1442,6017242074772
C02;109,0;7428,722869432374;4649,093925107254;1406,3367234611633
C02;110,0;7240,709597669003;4613,501001097812;1370,743799451722
C02;111,0;7056,271848313505;4578,5849617367985;1335,8277600907081
C02;112,0;6875,4284047705205;4544,349362923687;1301,5921612775967
C02;113,0;6698,191812734795;4510,796579692726;1268,0393780466347
C02;114,0;6524,568744423784;4477,9278751660695;1235,1706735199793
C02;115,0;6354,560351096319;4445,743467289334;1202,986265643244
C02;116,0;6188,16260378078;4414,242593335083;1171,4853916889929
C02;117,0;6025,366622181742;4383,423572168376;1140,6663705222857
C02;118,0;5866,158991774946;4353,283864276242;1110,5266626301516
C02;119,0;5710,522069137749;4323,820129569996;1081,062927923906
C02;120,0;5558,434275595607;4295,028282975666;1052,271081329576
C02;121,0;5409,8703792953265;4266,90354783347;1024,1463461873798
C02;122,0;5264,801765842645;4239,440507132413;996,683305486322
C02;123,0;5123,196697665593;4212,6331526105405;969,87595096445
C02;124,0;4985,020562286258;4186,474931755446;943,717730109356
C02;125,0;4850,2361097020075;4160,958792743072;918,2015910969815
C02;126,0;4718,803679093444;4136,0772273559505;893,3200257098604
C02;127,0;4590,681415090194;4111,822311924636;869,0651102785451
C02;128,0;4465,825473837498;4088,1857463383108;845,4285446922204
C02;129,0;4344,190219116528;4065,1588911724602;822,4016895263701
C02;130,0;4225,728408779472;4042,732802983036;799,9756013369455
C02;131,0;4110,391371767103;4020,8982678177613;778,1410661716708
C02;132,0;3998,1291759815035;3999,6458329962516;756,8886313501611
C02;133,0;3888,89078729056;3978,9658372112503;736,20863556516
C02;134,0;3782,6242199430408;3958,848439003826;716,0912373577356
C02;135,0;3679,2766786748284;3939,283643665591;696,5264420195007
C02;136,0;3578,794692786816;3920,2613286210926;677,5041269750021
C02;137,0;3481,1242424748207;3901,7712673434066;659,0140656973164
C02;138,0;3386,2108776900404;3883,803151855704;641,0459502096136
C02;139,0;3293,999829806812;3866,3466138711437;623,5894122250533
C02;140,0;3204,436116371253;3849,391244622915;606,6340429768248
C02;141,0;3117,4646392012028;3832,9266134356103;590,1694117895197
C02;142,0;3033,0302761037456;3816,9422850883225;574,1850834422322
C02;143,0;2951,0779664722363;3801,4278360190906;558,6706343730003
C02;144,0;2871,5527910199085;3786,3728694193137;543,6156677732232
C02;145,0;2794,400045901934;3771,7670292658586;529,0098276197683
C02;146,0;2719,5653114723345;3757,600013337473;514,8428116913826
C02;147,0;2646,9945159163603;3743,861585261079;501,10438361498905
C02;148,0;2576,633993993015;3730,5415856323602;487,78438398626986
C02;149,0;2508,430541116255;3717,6299422539114;474,8727406078211
C02;150,0;2442,3314629971082;3705,116679533022;462,35947788693164
C02;151,0;2378,284621062581;3692,9919270799646;450,234725433874
C02;152,0;2316,238473860795;3681,2459275464244;438,4887259003339
C02;153,0;2256,1421146551793;3669,869043742489;427,1118420963987
C02;154,0;2197,9453054042197;3658,8517650693725;416,09456342328195
C02;155,0;2141,598507316485;3648,184713303813;405,4275116577227
C02;156,0;2087,052908164406;3637,85864776886;395,10144612276963
C02;157,0;2034,2604465335653;3627,864469924528;385,1072682784376
C02;158,0;1983,1738331780914;3618,193227410597;375,43602576450684
C02;159,0;1933,7465696461802;3608,836117572627;366,0789159265364
C02;160,0;1885,9329643337037;3599,7844905010747;357,0272888549844
C02;161,0;1839,6881461175753;3591,0298516122375;348,2726499661469
C02;162,0;1794,9680757145454;3582,563863798594;339,8066621525037
C02;163,0;1751,7295549051566;3574,3783491749973;331,62114752890704
C02;164,0;1709,9302337567458;3566,4652904460686;323,70808879997816
C02;165,0;1669,528615973717;3558,8168319190568;316,05963027296656
C02;166,0;1630,4840624977348;3551,425280185399;308,66807853930885
C02;167,0;1592,7567934750691;3544,2831044931554;301,52590284706514
C02;168,0;1556,307888703065;3537,3829368315337;294,6257351854434
C02;169,0;1521,0992866625488;3530,717571747711;287,9603701016208
C02;170,0;1487,0937822380297;3524,2799659152465;281,5227642691562
C02;171,0;1454,255023222701;3518,0632374724373;275,30603582634683
C02;172,0;1422,5475057005428;3512,0606651481035;269,30346350201324
C02;173,0;1391,9365683933447;3506,2656871914187;263,5084855453284
C02;174,0;1362,3883860560004;3500,6719001215683;257,914698475478
C02;175,0;1333,8699619992713;3495,273057312228;252,5158556661376
C02;176,0;1306,3491198150364;3490,0630674250665;247,30586577897623
C02;177,0;1279,794494375194;3485,03599270574;242,27879105964962
C02;178,0;1254,1755221714757;3480,1860471551163;237,42884550902588
C02;179,0;1229,4624310598824;3475,507594587787;232,75039294169648
C02;180,0;1205,6262294698342;3470,9951465892427;228,23794494315234
C02;181,0;1182,6386951348168;3466,6433603824667;223,88615873637616
C02;182,0;1160,4723633980225;3462,4470366140636;219,6898349679733
C02;183,0;1139,1005151433853;3458,4011170694794;215,64391542338922
C02;184,0;1118,4971643994177;3454,5006823262725;211,74348068018188
C02;185,0;1098,6370456604056;3450,74094935388;207,98374770778935
C02;186,0;1079,4956009667771;3447,1172690677945;204,36006742170417
C02;187,0;1061,0489667838428;3443,6251238455707;200,86792219948035
C02;188,0;1043,2739607156248;3440,2601250116068;197,5029233655165
C02;189,0;1026,1480680880684;3437,018010297207;194,26080865111675
C02;190,0;1009,6494284337069;3433,894641281982;191,13743963589133
C02;191,0;993,7568219076206;3430,886000822244;188,12879917615356
C02;192,0;978,4496556625268;3427,988190471668;185,2309888255777
C02;193,0;963,7079502088118;3425,197427899098;182,44022625300767
C02;194,0;949,512325783498;3422,5100443080464;179,75284266195618
C02;195,0;935,8439887503172;3419,922481862084;177,16528021599362
C02;196,0;922,6847180514101;3417,4312911199995;174,67408947390936
C02;197,0;910,0168517295458;3415,033128484314;172,27592683822397
C02;198,0;897,8232735382501;3412,7247536664336;169,96755202034302
C02;199,0;886,0873996557889;3410,5030271714627;167,7458255253721
C02;200,0;874,793165517595;3408,364907805445;165,60770615935462
C02;201,0;863,9250127804395;3406,3074502075397;163,55024856144922
C02;202,0;853,4678764304288;3404,327802409427;161,57060076333659
C02;203,0;843,4071720457692;3402,423203424014;159,66600177792384
C02;204,0;833,7287832241556;3400,590980865305;157,83377921921488
C02;205,0;824,4190491836107;3398,828548601107;156,0713469550166
C02;206,0;815,4647525446641;3397,1334044400655;154,37620279397498
C02;207,0;806,8531073008367;3395,5031278543483;152,74592620825817
C02;208,0;798,5717469835557;3393,9353777391398;151,17817609304944
C02;209,0;790,608713026839;3392,427890209947;149,67068856385663
C02;210,0;782,9524433363216;3390,978476438597;148,2212747925068
C02;211,0;775,591761066525;3389,5850205286533;146,827818882563
C02;212,0;768,5158636095896;3388,2454774308644;145,48827578477426
C02;213,0;761,7143117981077;3386,9578708991457;144,20066925305534
C02;214,0;755,1770193241022;3385,7202914874774;142,96308984138687
C02;215,0;748,8942423756862;3384,5308945880142;141,77369294192383
C02;216,0;742,8565694924317;3383,387898510599;140,6306968645086
C02;217,0;737,05491164003;3382,289582603788;139,53238095769746
C02;218,0;731,4804925043923;3381,234285417421;138,47708377133048
C02;219,0;726,1248390049553;3380,220402906689;137,46320126059857
C02;220,0;720,9797720265932;3379,2463866775856;136,4891850314953
C02;221,0;716,0373973691994;3378,310742273566;135,55354062747574
C02;222,0;711,2900969137004;3377,4120275031787;134,6548258570885
C02;223,0;706,7305200029791;3376,5488508083827;133,7916491622924
C02;224,0;702,3515750359345;3375,719869673212;132,96266802712174
C02;225,0;698,14642127266;3374,9237890724094;132,16658742631913
C02;226,0;694,1084608485205;3374,159359959605;131,40215831351466
C02;227,0;690,2313309947076;3373,425377794584;130,66817614849398
C02;228,0;686,5088964626866;3372,720681109155;129,96347946306474
C02;229,0;682,9352421497834;3372,044150111092;129,2869484650017
C02;230,0;679,5046659230313;3371,3947053256143;128,63750367952366
C02;231,0;676,211671638264;3370,771306273824;128,0141046277335
C02;232,0;673,050962351342;3370,1729501875207;127,4157485414305
C02;233,0;670,0174337183;3369,598670759778;126,84146911368764
C02;234,0;667,1061675811204;3369,0475369306605;126,29033528456993
C02;235,0;664,3124257357725;3368,518651707448;125,76145006135754
C02;236,0;661,6316438790972;3368,0111510187166;125,2539493726262
C02;237,0;659,0594257310669;3367,524202601619;124,76700095552842
C02;238,0;656,591537328919;3367,0570049217017;124,29980327561151
C02;239,0;654,2239014896237;3366,608786124594;123,85158447850377
C02;240,0;651,9525924371363;3366,1788030188864;123,42160137279578
C02;241,0;649,7738305908658;3365,766340089532;123,00913844344161
C02;242,0;647,6839775117876;3365,3707085410947;122,61350689500419
C02;243,0;645,6795310026337;3364,991245370159;122,23404372406857
C02;244,0;643,7571203585951;3364,62731246624;121,87011082014928
C02;245,0;641,9135017649933;3364,2782957405107;121,52109409442018
C02;246,0;640,145553838389;3363,943604281689;121,18640263559872
C02;247,0;638,4502733076251;3363,6226695384116;120,86546789232112
C02;248,0;636,8247708313273;3363,3149445274407;120,55774288135036
C02;249,0;635,2662669484166;3363,0199030670556;120,26270142096519
C02;250,0;633,7720881582295;3362,737039034975;119,97983738888458
C02;251,0;632,3396631268713;3362,4658656501806;119,70866400409014
C02;252,0;630,9665190164808;3362,205914778007;119,4487131319163
C02;253,0;629,6502779341192;3361,9567362578778;119,19953461178734
C02;254,0;628,3886534970526;3361,7178972530787;118,96069560698834
C02;255,0;627,1794475112384;3361,4889816219575;118,7317799758673
C02;256,0;626,0205467598837;3361,269589309965;118,51238766387472
C02;257,0;624,9099198989904;3361,0593357619478;118,30213411585724
C02;258,0;623,8456144568614;3360,8578513541224;118,10064970803198
C02;259,0;622,8257539345939;3360,6647808451694;117,90757919907885
C02;260,0;621,8485350046412;3360,4797828458886;117,72258119979843
C02;261,0;620,9122248045866;3360,3025293068845;117,54532766079424
C02;262,0;620,0151583233225;3360,132705023739;117,37550337764874
C02;263,0;619,1557358768947;3359,9700071591637;117,21280551307346
C02;264,0;618,3324206713237;3359,814144781615;117,05694313552499
C02;265,0;617,5437364497753;3359,6648384198797;116,90763677378928
C02;266,0;616,7882652215138;3359,5218196331384;116,76461798704811
C02;267,0;616,0646450701257;3359,384830596043;116,62762894995252
C02;268,0;615,3715680385653;3359,2536236983296;116,49642205223913
C02;269,0;614,7077780886254;3359,1279611585264;116,3707595124362
C02;270,0;614,0720691325015;3359,007614651308;116,25041300521771
C02;271,0;613,4632831341695;3358,8923649480644;116,1351633019738
C02;272,0;612,8803082783579;3358,782001570268;116,02479992417764
C02;273,0;612,3220772049498;3358,676322455229;115,91912080913872
C02;274,0;611,7875653067058;3358,575133633834;115,81793198774378
C02;275,0;611,275789088258;3358,478248919887;115,72104727379669
C02;276,0;610,7858045843738;3358,385489610669;115,62828796457883
C02;277,0;610,3167058355464;3358,2966841983525;115,53948255226224
C02;278,0;609,867623419022;3358,2116680919075;115,45446644581715
C02;279,0;609,4377230334228;3358,1302833491563;115,373081703066
C02;280,0;609,0262041351787;3358,0523784186357;115,29517677254552
C02;281,0;608,6322986250315;3357,977807890938;115,2206062448478
C02;282,0;608,2552695829232;3357,9064322592117;115,1492306131211
C02;283,0;607,8944100496295;3357,8381176885105;115,08091604242011
C02;284,0;607,5490418535479;3357,7727357936947;115,01553414760428
C02;285,0;607,2185144810956;3357,710163425583;114,95296177949221
C02;286,0;606,9022039892194;3357,6502824650784;114,89308081898795
C02;287,0;606,5995119585632;3357,5929796249948;114,83577797890457
C02;288,0;606,3098644858837;3357,538146259308;114,78094461321759
C02;289,0;606,0327112143483;3357,48567817958;114,72847653348997
C02;290,0;605,7675244003889;3357,435475478308;114,67827383221768
C02;291,0;605,5137980158299;3357,387442358943;114,63024071285277
C02;292,0;605,271046884044;3357,341486972359;114,58428532626849
C02;293,0;605,0388058489339;3357,297521259529;114,54031961343863
C02;294,0;604,8166289755706;3357,2554608002;114,49825915410985
C02;295,0;604,6040887813616;3357,215224667344;114,45802302125347
C02;296,0;604,4007754966532;3357,1767352871802;114,41953364108969
C02;297,0;604,2062963537103;3357,139918304574;114,3827166584838
C02;298,0;604,0202749030503;3357,1047024536115;114,3475008075209
C02;299,0;603,8423503561398;3357,071019433162;114,3138177870713
C02;300,0;603,672176953497;3357,0388037872563;114,28160214116565
C02;301,0;603,5094233572747;3357,0079927900947;114,25079114400427
C02;302,0;603,3537720674267;3356,9785263355216;114,2213246894313
C02;303,0;603,2049188605941;3356,9503468308003;114,19314518470982
C02;304,0;603,0625722508743;3356,92339909453;114,16619744843972
C02;305,0;602,926452971665;3356,8976302585556;114,14042861246512
C02;306,0;602,7962934778025;3356,8729896737145;114,11578802762394
C02;307,0;602,6718374672406;3356,849428819287;114,09222717319646
C02;308,0;602,5528394215414;3356,826901216006;114,0696995699155
C02;309,0;602,4390641644763;3356,805362342495;114,04816069640464
C02;310,0;602,3302864380562;3356,7847695550067;114,0275679089164
C02;311,0;602,2262904953383;3356,7650820103363;114,0078803642461
C02;312,0;602,1268697093759;3356,746260591792;113,98905894570194
C02;313,0;602,0318261977012;3356,7282678381057;113,97106619201544
C02;314,0;601,9409704617519;3356,7110678751715;113,95386622908127
C02;315,0;601,8541210406764;3356,6946263505088;113,93742470441862
C02;316,0;601,7711041789661;3356,678910370341;113,92170872425058
C02;317,0;601,6917535073893;3356,663888439192;113,90668679310158
C02;318,0;601,615909736718;3356,6495304019068;113,89232875581635
C02;319,0;601,5434203637532;3356,6358073879983;113,87860574190768
C02;320,0;601,4741393891799;3356,6226917582335;113,86549011214301
C02;321,0;601,4079270467914;3356,6101570533747;113,85295540728407
C02;322,0;601,3446495436475;3356,598177944986;113,84097629889567
C02;323,0;601,2841788107386;3356,5867301882345;113,82952854214406
C02;324,0;601,2263922637517;3356,5757905765977;113,81858893050718
C02;325,0;601,1711725735422;3356,565336898413;113,80813525232257
C02;326,0;601,1184074459344;3356,5553478951915;113,79814624910125
C02;327,0;601,0679894104853;3356,545803221629;113,78860157553851
C02;328,0;601,019815617861;3356,536683407245;113,77948176115497
C02;329,0;600,973787645487;3356,5279698195945;113,77076817350421
C02;330,0;600,9298113111475;3356,5196446289756;113,76244298288508
C02;331,0;600,8877964942196;3356,5116907745896;113,75448912849936
C02;332,0;600,847656964241;3356,504091932088;113,74689028599795
C02;333,0;600,8093102165212;3356,4968324824504;113,73963083636019
C02;334,0;600,7726773145173;3356,4898974821444;113,73269583605386
C02;335,0;600,7376827387029;3356,483272634515;113,72607098842464
C02;336,0;600,7042542416757;3356,4769442623565;113,71974261626623
C02;337,0;600,6723227092515;3356,4708992816145;113,71369763552407
C02;338,0;600,6418220273066;3356,4651251761775;113,70792353008716
C02;339,0;600,6126889541389;3356,459609973715;113,70240832762461
C02;340,0;600,584862998125;3356,454342222515;113,6971405764249
C02;341,0;600,5582863004622;3356,449310969288;113,69210932319761
C02;342,0;600,532903522789;3356,4445057378894;113,6873040917988
C02;343,0;600,508661739488;3356,439916508933;113,68271486284281
C02;344,0;600,4855103344829;3356,4355337002553;113,67833205416484
C02;345,0;600,463400902346;3356,43134814819;113,6741465020995
C02;346,0;600,4422871535432;3356,4273510896332;113,6701494435427
C02;347,0;600,4221248236469;3356,4235341448552;113,66633249876469
C02;348,0;600,4028715863569;3356,4198893010343;113,66268765494398
C02;349,0;600,3844869701735;3356,416408896483;113,65920725039264
C02;350,0;600,3669322785731;3356,413085605535;113,65588395944472
C02;351,0;600,3501705135446;3356,409912424071;113,65271077798084
C02;352,0;600,334166302348;3356,406882655653;113,64968100956283
C02;353,0;600,3188858273626;3356,4039898982437;113,64678825215331
C02;354,0;600,3042967589009;3356,401228031487;113,6440263853965
C02;355,0;600,2903681908618;3356,3985912045273;113,64138955843674
C02;356,0;600,2770705791094;3356,3960738243436;113,63887217825302
C02;357,0;600,2643756824643;3356,3936705445785;113,63646889848796
C02;358,0;600,2522565061995;3356,3913762548414;113,63417460875083
C02;359,0;600,2406872479359;3356,3891860704657;113,6319844243752
C02;360,0;600,2296432458403;3356,3870953227024;113,62989367661224
C02;361,0;600,2191009290294;3356,3850995493317;113,62789790324149
C02;362,0;600,2090377700872;3356,3831944856724;113,62599283958207
C02;363,0;600,1994322396093;3356,381376055978;113,62417440988739
C02;364,0;600,1902637626896;3356,3796403651977;113,62243871910755
C02;365,0;600,1815126772668;3356,3779836910944;113,62078204500402
C02;366,0;600,1731601942558;3356,3764024766924;113,61920083060191
C02;367,0;600,1651883593863;3356,3748933230563;113,61769167696575
C02;368,0;600,1575800166792;3356,3734529823755;113,61625133628515
C02;369,0;600,1503187734919;3356,3720783513477;113,61487670525747
C02;370,0;600,1433889670657;3356,3707664648455;113,61356481875491
C02;371,0;600,1367756325129;3356,3695144898547;113,61231284376413
C02;372,0;600,1304644721836;3301,271536239742;113,61111807358695
C02;373,0;600,1244418263515;3155,8154730266688;113,60997792229112
C02;374,0;600,1186946451675;3040,0069199887007;113,6088899194005
C02;375,0;600,1132104618223;2946,0399527703307;113,60785170481475
C02;376,0;600,1079773668719;2868,5619138095017;113,60686102394868
C02;377,0;600,1029839836726;2806,4480768426633;113,60591572308192
C02;378,0;600,0982194448816;2756,4550813505293;113,60501374491017
C02;379,0;600,0936733699752;2716,087222289537;113,60415312428927
C02;380,0;600,089335843745;2683,4045887492553;113,60333198416413
C02;381,0;600,0851973957257;2656,8862166841795;113,6025485316744
C02;382,0;600,0812489805202;2635,330836616193;113,60180105442957
C02;383,0;600,0774819589788;2617,7837771973172;113,6010879169462
C02;384,0;600,0738880801994;2603,4823749168936;113,60040755724023
C02;385,0;600,0704594643126;2591,814686305094;113,59975848356811
C02;386,0;600,067188586018;2582,2879051276363;113,59913927130987
C02;387,0;600,0640682588383;2574,503958694137;113,59854855998854
C02;388,0;600,0610916200643;2568,1404833271445;113,59798505041981
C02;389,0;600,058252116356;2562,9358779971335;113,59744750198632
C02;390,0;600,0555434899763;2558,6774829570254;113,59693473003146
C02;391,0;600,0529597656265;2555,192176039387;113,59644560336724
C02;392,0;600,05049523786;2552,3388553660375;113,59597904189161
C02;393,0;600,0481444590486;2550,0024050045517;113,59553401431023
C02;394,0;600,045902227877;2548,088834014895;113,59510953595851
