evento_guapore;pico_guapore_total_m3s;eixos_antas;eixos_forqueta;regra_operativa;defasagem_guapore_h;altura_gu1_m;pico_natural_estrela_m3s;pico_resultante_estrela_m3s;reducao_pico_pct;acima_limiar_4000_m3s;area_controlada_antas_km2;area_controlada_gu1_km2;area_controlada_forqueta_km2;volume_gu1_hm3;volume_antas_hm3;volume_forqueta_hm3;volume_total_hm3;reservatorio_saturou;observacao
pico_historico_santa_lucia;5106,3;E02+E04+E01+E05+E08+E12;SEM_FORQUETA;seca;6;100,0;11967,1;4539,7;62,06;539,7;15759,8;1993,7;0,0;377,3;2337,7;0,0;2715,0;True;"GU1 preliminar; CAV sintética e pico diário transposto"
pico_historico_santa_lucia;5106,3;E02+E04+E01+E05+E08+E12;SEM_FORQUETA;seca;6;120,0;11967,1;4539,7;62,06;539,7;15759,8;1993,7;0,0;378,9;2337,7;0,0;2716,6;True;"GU1 preliminar; CAV sintética e pico diário transposto"
pico_historico_santa_lucia;5106,3;E02+E04+E01+E05+E08+E12;SEM_FORQUETA;comportas;6;0,0;11967,1;8779,0;26,64;4779,0;15759,8;0,0;0,0;0,0;2096,9;0,0;2096,9;True;"GU1 preliminar; CAV sintética e pico diário transposto"
pico_historico_santa_lucia;5106,3;E02+E04+E01+E05+E08+E12;SEM_FORQUETA;comportas;6;30,0;11967,1;8784,7;26,59;4784,7;15759,8;1993,7;0,0;13,3;2096,9;0,0;2110,2;True;"GU1 preliminar; CAV sintética e pico diário transposto"
pico_historico_santa_lucia;5106,3;E02+E04+E01+E05+E08+E12;SEM_FORQUETA;comportas;6;50,0;11967,1;8784,7;26,59;4784,7;15759,8;1993,7;0,0;54,2;2096,9;0,0;2151,1;True;"GU1 preliminar; CAV sintética e pico diário transposto"
pico_historico_santa_lucia;5106,3;E02+E04+E01+E05+E08+E12;SEM_FORQUETA;comportas;6;70,0;11967,1;8587,5;28,24;4587,5;15759,8;1993,7;0,0;140,1;2096,9;0,0;2237,0;True;"GU1 preliminar; CAV sintética e pico diário transposto"
pico_historico_santa_lucia;5106,3;E02+E04+E01+E05+E08+E12;SEM_FORQUETA;comportas;6;100,0;11967,1;5134,1;57,1;1134,1;15759,8;1993,7;0,0;372,0;2096,9;0,0;2468,9;True;"GU1 preliminar; CAV sintética e pico diário transposto"
pico_historico_santa_lucia;5106,3;E02+E04+E01+E05+E08+E12;SEM_FORQUETA;comportas;6;120,0;11967,1;5134,1;57,1;1134,1;15759,8;1993,7;0,0;372,0;2096,9;0,0;2468,9;True;"GU1 preliminar; CAV sintética e pico diário transposto"
pico_historico_santa_lucia;5106,3;E02+E04+E01+E05+E08+E12;FQ2;seca;6;0,0;13071,9;9959,5;23,81;5959,5;15759,8;0,0;2204,2;0,0;2337,7;148,4;2486,1;True;"GU1 preliminar; CAV sintética e pico diário transposto"
pico_historico_santa_lucia;5106,3;E02+E04+E01+E05+E08+E12;FQ2;seca;6;30,0;13071,9;9965,3;23,77;5965,3;15759,8;1993,7;2204,2;21,7;2337,7;148,4;2507,8;True;"GU1 preliminar; CAV sintética e pico diário transposto"
pico_historico_santa_lucia;5106,3;E02+E04+E01+E05+E08+E12;FQ2;seca;6;50,0;13071,9;9965,3;23,77;5965,3;15759,8;1993,7;2204,2;87,2;2337,7;148,4;2573,3;True;"GU1 preliminar; CAV sintética e pico diário transposto"
pico_historico_santa_lucia;5106,3;E02+E04+E01+E05+E08+E12;FQ2;seca;6;70,0;13071,9;8765,3;32,95;4765,3;15759,8;1993,7;2204,2;223,9;2337,7;148,4;2710,0;True;"GU1 preliminar; CAV sintética e pico diário transposto"
pico_historico_santa_lucia;5106,3;E02+E04+E01+E05+E08+E12;FQ2;seca;6;100,0;13071,9;6303,8;51,78;2303,8;15759,8;1993,7;2204,2;377,3;2337,7;148,4;2863,5;True;"GU1 preliminar; CAV sintética e pico diário transposto"
pico_historico_santa_lucia;5106,3;E02+E04+E01+E05+E08+E12;FQ2;seca;6;120,0;13071,9;6303,8;51,78;2303,8;15759,8;1993,7;2204,2;378,9;2337,7;148,4;2865,1;True;"GU1 preliminar; CAV sintética e pico diário transposto"
pico_historico_santa_lucia;5106,3;E02+E04+E01+E05+E08+E12;FQ2;comportas;6;0,0;13071,9;11974,3;8,4;7974,3;15759,8;0,0;2204,2;0,0;2096,9;89,7;2186,7;True;"GU1 preliminar; CAV sintética e pico diário transposto"
pico_historico_santa_lucia;5106,3;E02+E04+E01+E05+E08+E12;FQ2;comportas;6;30,0;13071,9;11924,2;8,78;7924,2;15759,8;1993,7;2204,2;13,3;2096,9;89,7;2200,0;True;"GU1 preliminar; CAV sintética e pico diário transposto"
pico_historico_santa_lucia;5106,3;E02+E04+E01+E05+E08+E12;FQ2;comportas;6;50,0;13071,9;11924,2;8,78;7924,2;15759,8;1993,7;2204,2;54,2;2096,9;89,7;2240,9;True;"GU1 preliminar; CAV sintética e pico diário transposto"
pico_historico_santa_lucia;5106,3;E02+E04+E01+E05+E08+E12;FQ2;comportas;6;70,0;13071,9;10938,2;16,32;6938,2;15759,8;1993,7;2204,2;140,1;2096,9;89,7;2326,8;True;"GU1 preliminar; CAV sintética e pico diário transposto"
pico_historico_santa_lucia;5106,3;E02+E04+E01+E05+E08+E12;FQ2;comportas;6;100,0;13071,9;8429,2;35,52;4429,2;15759,8;1993,7;2204,2;372,0;2096,9;89,7;2558,6;True;"GU1 preliminar; CAV sintética e pico diário transposto"
pico_historico_santa_lucia;5106,3;E02+E04+E01+E05+E08+E12;FQ2;comportas;6;120,0;13071,9;8429,2;35,52;4429,2;15759,8;1993,7;2204,2;372,0;2096,9;89,7;2558,6;True;"GU1 preliminar; CAV sintética e pico diário transposto"
pico_historico_santa_lucia;5106,3;SEM_OBRA;SEM_FORQUETA;seca;12;0,0;12805,5;12805,5;0,0;8805,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;False;"GU1 preliminar; CAV sintética e pico diário transposto"
pico_historico_santa_lucia;5106,3;SEM_OBRA;SEM_FORQUETA;seca;12;30,0;12805,5;12878,0;-0,57;8878,0;0,0;1993,7;0,0;21,7;0,0;0,0;21,7;True;"GU1 preliminar; CAV sintética e pico diário transposto"
pico_historico_santa_lucia;5106,3;SEM_OBRA;SEM_FORQUETA;seca;12;50,0;12805,5;12878,0;-0,57;8878,0;0,0;1993,7;0,0;87,2;0,0;0,0;87,2;True;"GU1 preliminar; CAV sintética e pico diário transposto"
pico_historico_santa_lucia;5106,3;SEM_OBRA;SEM_FORQUETA;seca;12;70,0;12805,5;12878,0;-0,57;8878,0;0,0;1993,7;0,0;223,9;0,0;0,0;223,9;True;"GU1 preliminar; CAV sintética e pico diário transposto"
pico_historico_santa_lucia;5106,3;SEM_OBRA;SEM_FORQUETA;seca;12;100,0;12805,5;11902,2;7,05;7902,2;0,0;1993,7;0,0;377,3;0,0;0,0;377,3;False;"GU1 preliminar; CAV sintética e pico diário transposto"
pico_historico_santa_lucia;5106,3;SEM_OBRA;SEM_FORQUETA;seca;12;120,0;12805,5;11902,2;7,05;7902,2;0,0;1993,7;0,0;378,9;0,0;0,0;378,9;False;"GU1 preliminar; CAV sintética e pico diário transposto"
