codigo;nome;cotrecho_bho;cocursodag;lon;lat;area_montante_km2;area_total_guapore_km2;fracao_guapore_controlada;cota_eixo_m;comprimento_eixo_triagem_m;distancia_foz_bho_km;classe;status;fonte
GU1-PROPOSTO;Guaporé inferior — triagem a montante;2681952;7864;-51,981444652525184;-28,902566298599215;1993,6695226458164;2486,7219580657725;0,8017259493685159;;1800,0;275,48357309670996;eixo exploratório de controle de cheias;"triagem; não selecionado";"BHO Drenagem_Bacia_Taquari; geometria normal ao talvegue"
