dist_km;x;y;cota_m;area_km2;cota_talvegue_m;municipio
115,28116083518812;405823,12064882607;6736102,862994699;14,0;23329,30078125;13,78;Cruzeiro do Sul
115,32165934168326;405794,4836056249;6736074,225951497;14,0;23329,306640625;13,76;Cruzeiro do Sul
115,36215784817841;405765,8465624237;6736045,588908296;14,0;23329,314453125;13,74;Cruzeiro do Sul
115,40265635467355;405737,2095192225;6736016,951865095;14,0;23329,3203125;13,72;Cruzeiro do Sul
115,44315486116871;405708,57247602125;6735988,314821893;14,0;23329,35546875;13,7;Cruzeiro do Sul
115,48365336766385;405679,93543282006;6735959,677778692;14,0;23329,36328125;13,68;Cruzeiro do Sul
115,524151874159;405651,29838961887;6735931,040735492;14,0;23329,369140625;13,66;Cruzeiro do Sul
115,56465038065414;405622,6613464176;6735902,40369229;14,0;23329,375;13,64;Cruzeiro do Sul
115,6051488871493;405594,0243032164;6735873,766649089;14,0;23329,37890625;13,62;Cruzeiro do Sul
115,64564739364444;405565,38726001524;6735845,129605887;13,5;23329,39453125;13,6;Cruzeiro do Sul
115,67428443684564;405565,38726001524;6735816,492562686;13,5;23329,396484375;13,58;Cruzeiro do Sul
115,70292148004685;405565,38726001524;6735787,855519485;13,5;23329,396484375;13,56;Cruzeiro do Sul
115,73155852324805;405565,38726001524;6735759,218476284;13,5;23329,396484375;13,54;Cruzeiro do Sul
115,76019556644926;405565,38726001524;6735730,581433083;13,5;23329,3984375;13,52;Cruzeiro do Sul
115,78883260965046;405565,38726001524;6735701,944389882;13,5;23329,400390625;13,5;Estrela
115,81746965285167;405565,38726001524;6735673,30734668;13,5;23329,400390625;13,5;Estrela
115,84610669605287;405565,38726001524;6735644,670303479;13,5;23329,400390625;13,5;Estrela
115,87474373925407;405565,38726001524;6735616,0332602775;13,5;23330,30078125;13,5;Estrela
115,91524224574923;405536,75021681405;6735587,396217077;13,5;23330,310546875;13,5;Estrela
115,95574075224437;405508,11317361286;6735558,759173876;13,5;23330,330078125;13,5;Estrela
115,99623925873952;405479,4761304116;6735530,122130674;13,5;23330,345703125;13,5;Estrela
116,02487630194072;405479,4761304116;6735501,485087473;13,5;23330,43359375;13,5;Estrela
116,06537480843586;405450,8390872104;6735472,848044272;13,5;23330,45703125;13,5;Estrela
116,10587331493102;405422,20204400923;6735444,21100107;13,90999984741211;23330,470703125;13,5;Estrela
116,14637182142616;405393,565000808;6735415,57395787;13,84000015258789;23330,486328125;13,5;Estrela
116,18687032792131;405364,9279576068;6735386,936914668;13,5;23330,509765625;13,5;Estrela
116,22736883441645;405336,2909144056;6735358,299871467;13,5;23330,5234375;13,5;Estrela
116,25600587761765;405336,2909144056;6735329,662828266;13,5;23330,525390625;13,5;Estrela
116,29650438411281;405307,6538712044;6735301,025785064;13,5;23330,6171875;13,5;Estrela
116,33700289060795;405279,0168280032;6735272,388741864;13,5;23330,6328125;13,5;Estrela
116,3775013971031;405250,379784802;6735243,7516986625;13,5;23330,6484375;13,5;Estrela
116,41799990359824;405221,7427416008;6735215,114655461;13,5;23330,6640625;13,5;Estrela
116,4584984100934;405193,1056983996;6735186,47761226;13,5;23330,681640625;13,5;Estrela
116,49899691658854;405164,46865519835;6735157,840569058;13,5;23330,796875;13,5;Estrela
116,52763395978974;405164,46865519835;6735129,203525857;13,5;23330,8046875;13,5;Estrela
116,5681324662849;405135,83161199716;6735100,566482657;13,5;23330,875;13,5;Estrela
116,60863097278003;405107,19456879597;6735071,929439455;13,5;23330,912109375;13,5;Estrela
116,64912947927519;405078,5575255948;6735043,292396254;13,5;23330,939453125;13,5;Estrela
116,68962798577033;405049,9204823936;6735014,655353053;13,5;23330,955078125;13,5;Estrela
116,73012649226548;405021,28343919234;6734986,018309851;13,5;23330,970703125;13,5;Estrela
116,75876353546668;405021,28343919234;6734957,38126665;13,5;23330,9765625;13,5;Estrela
116,79926204196184;404992,64639599115;6734928,744223449;13,5;23331,0;13,5;Estrela
116,83976054845698;404964,00935278996;6734900,107180248;13,5;23331,021484375;13,5;Estrela
116,86839759165818;404964,00935278996;6734871,470137047;13,5;23331,025390625;13,5;Estrela
116,8970346348594;404964,00935278996;6734842,833093845;13,5;23331,02734375;13,5;Estrela
116,9256716780606;404964,00935278996;6734814,196050644;13,5;23331,029296875;13,5;Estrela
116,9543087212618;404964,00935278996;6734785,559007443;13,5;23331,03125;13,5;Estrela
116,982945764463;404964,00935278996;6734756,921964242;13,5;23331,033203125;13,5;Estrela
117,01158280766421;404964,00935278996;6734728,284921041;13,5;23331,03515625;13,5;Estrela
117,04021985086541;404964,00935278996;6734699,647877839;13,5;23331,130859375;13,5;Estrela
117,06885689406661;404964,00935278996;6734671,010834638;13,5;23331,1328125;13,5;Estrela
117,09749393726781;404964,00935278996;6734642,373791437;13,5;23331,1328125;13,5;Estrela
117,12613098046903;404964,00935278996;6734613,736748235;13,5;23331,1328125;13,5;Estrela
117,15476802367023;404964,00935278996;6734585,099705035;13,5;23331,134765625;13,5;Estrela
117,18340506687143;404964,00935278996;6734556,4626618335;13,5;23331,134765625;13,5;Estrela
117,21204211007264;404964,00935278996;6734527,825618632;13,5;23331,134765625;13,5;Estrela
117,24067915327385;404964,00935278996;6734499,188575431;13,5;23331,13671875;13,5;Estrela
117,26931619647505;404964,00935278996;6734470,551532229;13,5;23331,138671875;13,5;Estrela
117,29795323967625;404964,00935278996;6734441,914489029;13,5;23331,138671875;13,5;Cruzeiro do Sul
117,32659028287746;404964,00935278996;6734413,277445828;13,5;23331,138671875;13,5;Cruzeiro do Sul
117,35522732607866;404964,00935278996;6734384,640402626;13,5;23349,220703125;13,5;Cruzeiro do Sul
117,38386436927986;404964,00935278996;6734356,003359425;13,5;23349,23046875;13,5;Cruzeiro do Sul
117,41250141248106;404964,00935278996;6734327,3663162235;13,5;23349,23046875;13,5;Cruzeiro do Sul
117,44113845568228;404964,00935278996;6734298,729273022;13,5;23349,24609375;13,5;Cruzeiro do Sul
117,46977549888348;404964,00935278996;6734270,092229822;13,5;23349,25390625;13,5;Cruzeiro do Sul
117,51027400537862;404992,64639599115;6734241,45518662;13,5;23349,279296875;13,5;Cruzeiro do Sul
117,55077251187377;405021,28343919234;6734212,818143419;13,5;23349,29296875;13,5;Cruzeiro do Sul
117,57940955507497;405021,28343919234;6734184,181100218;13,5;23349,29296875;13,5;Cruzeiro do Sul
117,60804659827618;405021,28343919234;6734155,544057016;13,5;23349,3984375;13,5;Cruzeiro do Sul
117,64854510477133;405049,9204823936;6734126,907013815;13,5;23349,41015625;13,5;Cruzeiro do Sul
117,67718214797253;405049,9204823936;6734098,269970614;13,5;23349,412109375;13,5;Cruzeiro do Sul
117,70581919117373;405049,9204823936;6734069,632927413;13,5;23349,41796875;13,5;Cruzeiro do Sul
117,74631769766889;405078,5575255948;6734040,995884212;13,5;23349,4609375;13,5;Cruzeiro do Sul
117,77495474087009;405078,5575255948;6734012,35884101;13,5;23349,462890625;13,5;Cruzeiro do Sul
117,81545324736524;405107,19456879597;6733983,721797809;13,5;23349,5;13,5;Cruzeiro do Sul
117,84409029056644;405107,19456879597;6733955,084754608;13,5;23349,5;13,5;Cruzeiro do Sul
117,87272733376764;405107,19456879597;6733926,447711407;13,739999771118164;23349,5;13,5;Cruzeiro do Sul
117,90136437696884;405107,19456879597;6733897,810668206;13,5;23349,5;13,5;Cruzeiro do Sul
117,93000142017006;405107,19456879597;6733869,1736250045;13,5;23349,501953125;13,5;Cruzeiro do Sul
117,95863846337126;405107,19456879597;6733840,536581803;13,5;23349,548828125;13,5;Cruzeiro do Sul
117,9991369698664;405135,83161199716;6733811,899538602;13,5;23349,572265625;13,5;Cruzeiro do Sul
118,03963547636155;405164,46865519835;6733783,2624954;13,5;23349,59375;13,5;Cruzeiro do Sul
118,06827251956275;405164,46865519835;6733754,6254522;13,5;23349,599609375;13,5;Cruzeiro do Sul
118,09690956276395;405164,46865519835;6733725,988408999;13,5;23349,6015625;13,5;Cruzeiro do Sul
118,12554660596517;405164,46865519835;6733697,351365797;13,5;23349,609375;13,5;Cruzeiro do Sul
118,16604511246031;405193,1056983996;6733668,714322596;13,5;23350,220703125;13,5;Cruzeiro do Sul
118,20654361895546;405221,7427416008;6733640,0772793945;13,5;23350,3125;13,5;Cruzeiro do Sul
118,2470421254506;405250,379784802;6733611,440236194;13,5;23350,33203125;13,5;Cruzeiro do Sul
118,2756791686518;405250,379784802;6733582,803192993;13,5;23350,33984375;13,5;Cruzeiro do Sul
118,30431621185302;405250,379784802;6733554,166149791;13,5;23350,341796875;13,5;Cruzeiro do Sul
118,34481471834816;405279,0168280032;6733525,52910659;13,5;23350,361328125;13,5;Cruzeiro do Sul
118,37345176154936;405279,0168280032;6733496,892063389;13,5;23350,36328125;13,5;Cruzeiro do Sul
118,40208880475058;405279,0168280032;6733468,255020187;13,8100004196167;23350,390625;13,5;Cruzeiro do Sul
118,44258731124572;405307,6538712044;6733439,617976987;13,5;23350,41796875;13,5;Cruzeiro do Sul
118,48308581774087;405336,2909144056;6733410,980933785;13,5;23350,4375;13,5;Cruzeiro do Sul
118,51172286094207;405336,2909144056;6733382,343890584;13,5;23350,44140625;13,5;Cruzeiro do Sul
118,54035990414327;405336,2909144056;6733353,706847383;13,5;23350,443359375;13,5;Cruzeiro do Sul
118,56899694734447;405336,2909144056;6733325,069804181;13,5;23350,4453125;13,5;Cruzeiro do Sul
118,59763399054569;405336,2909144056;6733296,43276098;13,5;23350,447265625;13,5;Cruzeiro do Sul
118,62627103374689;405336,2909144056;6733267,79571778;13,5;23350,470703125;13,5;Cruzeiro do Sul
118,66676954024203;405364,9279576068;6733239,158674578;13,5;23350,498046875;13,5;Cruzeiro do Sul
118,69540658344324;405364,9279576068;6733210,521631377;13,5;23350,501953125;13,5;Cruzeiro do Sul
118,72404362664444;405364,9279576068;6733181,884588175;13,989999771118164;23350,505859375;13,5;Cruzeiro do Sul
118,76454213313959;405393,565000808;6733153,247544974;13,5;23350,525390625;13,5;Cruzeiro do Sul
118,7931791763408;405393,565000808;6733124,610501773;13,5;23350,52734375;13,5;Cruzeiro do Sul
118,821816219542;405393,565000808;6733095,973458572;13,5;23350,529296875;13,5;Cruzeiro do Sul
118,8504532627432;405393,565000808;6733067,336415371;13,5;23350,529296875;13,5;Cruzeiro do Sul
118,87909030594442;405393,565000808;6733038,69937217;13,5;23350,529296875;13,5;Cruzeiro do Sul
118,90772734914562;405393,565000808;6733010,062328968;13,5;23350,7265625;13,5;Cruzeiro do Sul
118,93636439234682;405393,565000808;6732981,425285767;13,890000343322754;23350,734375;13,5;Cruzeiro do Sul
118,97686289884197;405422,20204400923;6732952,7882425655;13,5;23350,771484375;13,5;Cruzeiro do Sul
119,00549994204317;405422,20204400923;6732924,151199365;13,5;23350,775390625;13,5;Cruzeiro do Sul
119,03413698524437;405422,20204400923;6732895,514156164;13,5;23350,78125;13,5;Cruzeiro do Sul
119,07463549173953;405450,8390872104;6732866,877112962;13,5;23350,80859375;13,5;Cruzeiro do Sul
119,10327253494073;405450,8390872104;6732838,240069761;13,5;23350,810546875;13,5;Cruzeiro do Sul
119,13190957814193;405450,8390872104;6732809,60302656;13,5;23350,814453125;13,5;Cruzeiro do Sul
119,16054662134313;405450,8390872104;6732780,965983359;13,5;23350,81640625;13,5;Cruzeiro do Sul
119,18918366454434;405450,8390872104;6732752,328940158;13,5;23350,822265625;13,5;Cruzeiro do Sul
119,21782070774555;405450,8390872104;6732723,691896956;13,5;23350,82421875;13,5;Cruzeiro do Sul
119,24645775094675;405450,8390872104;6732695,054853755;13,5;23350,826171875;13,5;Cruzeiro do Sul
