codigo;nome;cotrecho_bho;lon;lat;x_utm;y_utm;area_montante_km2;area_total_forqueta_km2;fracao_forqueta_controlada;comprimento_eixo_triagem_m;nucomp_trecho_bho_km;distancia_foz_bho_km;classe;status;fonte
FQ1-PROPOSTO;Forqueta inferior;1244196;-52,02956636997559;-29,403113961381514;400109,0559232638;6746910,815520521;2353,617950575557;2845,599352746111;0,8271079863383533;1600,0;1,72747926622293;175,3590505783468;controle de cheias / retenção de tributário;"opção condicionada; fora da referência";"BHO Drenagem_Bacia_Taquari; geometria normal ao talvegue"
FQ2-PROPOSTO;Forqueta intermediário;4219458;-52,09082356740121;-29,322860762065908;394082,3483746529;6755749,505789162;2226,741718530468;2845,599352746111;0,7825211642607305;1300,0;2,28325330726177;190,9895778506852;controle de cheias / retenção de tributário;"sensibilidade exclusiva; fora da referência";"BHO Drenagem_Bacia_Taquari; geometria normal ao talvegue"
