cenario;trecho;area_km2;Q_m3s;h_m;z_talvegue_m;z_linha_dagua_m;declividade;n_manning
sem_barragem;357;907,3;1330;3,07;23,0;26,1;0,0011599999852478504;0,038
sem_barragem;358;907,9;1331;4,32;22,5;26,8;0,00215999991632998;0,041
sem_barragem;359;908,9;1332;3,37;22,0;25,4;0,0012000000569969416;0,039
sem_barragem;360;930,4;1359;1,07;160,5;161,6;0,12281999737024307;0,052
sem_barragem;361;935,0;1365;5,6;158,0;163,6;0,004339999984949827;0,06
sem_barragem;362;936,5;1367;4,26;156,5;160,8;0,008310000412166119;0,056
sem_barragem;363;938,1;1369;6,7;148,0;154,7;0,003930000122636557;0,061
sem_barragem;364;940,1;1371;6,22;144,5;150,7;0,003490000031888485;0,059
sem_barragem;365;949,8;1383;6,38;141,2;147,6;0,0026199999265372753;0,06
sem_barragem;366;953,0;1387;5,74;137,2;143,0;0,003490000031888485;0,06
sem_barragem;367;954,5;1389;6,53;133,5;140,0;0,003490000031888485;0,062
sem_barragem;368;986,1;1428;2,12;21,2;23,3;0,0008299999753944576;0,066
sem_barragem;369;997,5;1442;1,62;20,9;22,5;0,001820000004954636;0,04
sem_barragem;370;1006,4;1453;2,38;19,7;22,1;0,002520000096410513;0,066
sem_barragem;371;1008,7;1456;1,69;19,1;20,8;0,0019600000232458115;0,047
sem_barragem;372;1030,5;1482;1,41;18,7;20,1;0,0017500000540167093;0,066
sem_barragem;373;1063,1;1522;2,01;17,5;19,5;0,003019999945536256;0,063
sem_barragem;374;1067,2;1527;4,26;16,6;20,9;0,0010100000072270632;0,041
sem_barragem;375;1101,4;1569;4,64;130,0;134,6;0,10051999986171722;0,068
sem_barragem;376;1111,0;1580;7,49;128,0;135,5;0,0021800000686198473;0,064
sem_barragem;377;1128,6;1602;7,79;125,5;133,3;0,0017500000540167093;0,062
sem_barragem;378;1131,0;1604;6,3;123,2;129,5;0,003490000031888485;0,061
sem_barragem;379;1135,5;1610;7,04;119,5;126,5;0,0023300000466406345;0,063
sem_barragem;380;1136,8;1611;6,08;116,9;123,0;0,002689999993890524;0,063
sem_barragem;381;1144,1;1620;6,65;113,0;119,7;0,0029899999499320984;0,062
sem_barragem;382;1147,1;1624;6,83;109,5;116,3;0,003060000017285347;0,062
sem_barragem;383;1147,8;1625;6,24;106,5;112,7;0,003010000102221966;0,058
sem_barragem;384;1149,2;1626;7,09;103,0;110,1;0,003019999945536256;0,061
sem_barragem;385;1193,2;1679;16,32;101,2;117,6;0,0004400000034365803;0,068
sem_barragem;386;1217,1;1708;6,31;99,5;105,8;0,003060000017285347;0,06
sem_barragem;387;1220,1;1711;9,2;96,0;105,2;0,0021800000686198473;0,064
sem_barragem;388;1222,7;1714;8,88;93,0;101,9;0,0021800000686198473;0,065
sem_barragem;389;1229,4;1722;10,26;90,5;100,8;0,0017500000540167093;0,064
sem_barragem;390;1245,1;1741;8,69;88,0;96,7;0,0021800000686198473;0,064
sem_barragem;391;1246,8;1743;7,37;85,5;92,9;0,0021800000686198473;0,061
sem_barragem;392;1266,4;1766;9,23;83,0;92,2;0,0013099999632686377;0,066
sem_barragem;393;1267,3;1767;9,46;82,0;91,5;0,0017500000540167093;0,065
sem_barragem;394;1272,8;1774;7,11;79,5;86,6;0,0027199999894946814;0,063
sem_barragem;395;1274,5;1776;6,57;76,5;83,1;0,002580000087618828;0,062
sem_barragem;396;1275,8;1777;8,05;73,5;81,6;0,0021800000686198473;0,065
sem_barragem;397;1276,7;1779;7,41;71,5;78,9;0,0021800000686198473;0,063
sem_barragem;398;1282,9;1786;8,1;69,0;77,1;0,0017500000540167093;0,064
sem_barragem;399;1302,3;1809;13,0;67,5;80,5;0,0008699999889358878;0,062
sem_barragem;405;1842,7;2430;13,2;66,5;79,7;0,0017500000540167093;0,063
sem_barragem;406;2076,6;2689;10,8;64,0;74,8;0,0013099999632686377;0,066
sem_barragem;407;2079,5;2692;11,84;63,0;74,8;0,0010000000474974513;0,062
sem_barragem;408;2084,9;2698;8,75;62,5;71,3;0,0009399999980814755;0,063
sem_barragem;409;2086,5;2700;6,4;60,0;66,4;0,003000000026077032;0,064
sem_barragem;410;2092,1;2706;9,55;57,5;67,0;0,0017500000540167093;0,064
sem_barragem;411;2094,8;2709;7,66;55,5;63,2;0,0016499999910593033;0,067
sem_barragem;412;2149,8;2770;10,65;54,0;64,7;0,0008699999889358878;0,067
sem_barragem;413;2151,8;2772;9,29;53,0;62,3;0,0012799999676644802;0,065
sem_barragem;414;2179,3;2802;8,45;51,0;59,5;0,0021800000686198473;0,066
sem_barragem;415;2181,8;2805;7,62;49,4;57,0;0,002099999925121665;0,067
sem_barragem;416;2186,0;2809;10,97;47,5;58,5;0,0017399999778717756;0,067
sem_barragem;417;2188,0;2811;10,55;46,0;56,6;0,0012199999764561653;0,067
sem_barragem;418;2189,4;2813;11,04;44,5;55,5;0,0013099999632686377;0,068
sem_barragem;419;2199,9;2824;9,54;43,0;52,5;0,0013099999632686377;0,067
sem_barragem;420;2202,7;2827;9,76;41,5;51,3;0,0013099999632686377;0,067
sem_barragem;421;2204,2;2829;9,83;40,0;49,8;0,0012700000079348683;0,066
sem_barragem;422;2226,9;2854;8,06;39,2;47,3;0,0010900000343099236;0,069
sem_barragem;423;2228,5;2856;8,01;38,0;46,0;0,0017300000181421638;0,067
sem_barragem;424;2230,5;2858;10,26;36,5;46,8;0,0008699999889358878;0,058
sem_barragem;425;2277,1;2908;25,26;57,0;82,3;0,0008699999889358878;0,061
sem_barragem;426;2291,2;2924;15,44;56,0;71,4;0,001290000043809414;0,063
sem_barragem;427;2303,1;2937;8,54;35,0;43,5;0,0017399999778717756;0,069
sem_barragem;428;2305,3;2939;7,83;34,5;42,3;0,0016899999463930726;0,066
sem_barragem;429;2306,5;2940;9,54;32,0;41,5;0,0007900000200606883;0,061
sem_barragem;430;2318,5;2953;13,03;31,5;44,5;0,0001;0,07
sem_barragem;431;2330,5;2966;8,55;31,0;39,6;0,0017500000540167093;0,067
sem_barragem;432;2338,2;2975;8,65;28,5;37,1;0,0025100000202655792;0,068
sem_barragem;433;2340,8;2977;10,46;26,0;36,5;0,001560000004246831;0,066
sem_barragem;434;2345,5;2983;10,76;26,0;36,8;0,0006699999794363976;0,069
sem_barragem;435;2347,6;2985;8,73;26,0;34,7;0,0008200000156648457;0,065
sem_barragem;436;2349,8;2987;8,82;24,5;33,3;0,003659999929368496;0,064
sem_barragem;437;2356,1;2994;9,03;20,5;29,5;0,0026199999265372753;0,069
sem_barragem;439;2432,4;3076;12,05;54,0;66,0;0,0017500000540167093;0,068
sem_barragem;440;2433,9;3078;12,19;52,0;64,2;0,0017500000540167093;0,064
sem_barragem;441;2436,9;3081;12,9;50,0;62,9;0,0017500000540167093;0,066
sem_barragem;442;2454,0;3099;11,86;48,0;59,9;0,0017500000540167093;0,066
sem_barragem;443;2462,6;3109;12,31;46,0;58,3;0,0017500000540167093;0,065
sem_barragem;444;2468,4;3115;11,79;43,5;55,3;0,0021800000686198473;0,067
sem_barragem;445;2474,2;3121;10,36;41,2;51,6;0,0021800000686198473;0,065
sem_barragem;446;2476,5;3124;12,38;38,5;50,9;0,0021800000686198473;0,066
sem_barragem;447;2483,4;3131;17,7;37,0;54,7;0,0004400000034365803;0,067
sem_barragem;448;2485,3;3133;17,49;36,5;54,0;0,0004400000034365803;0,068
sem_barragem;449;2487,9;3136;19,78;36,5;56,3;0,0001;0,068
sem_barragem;451;2568,4;3222;18,07;66,5;84,6;0,0008699999889358878;0,064
sem_barragem;454;2715,9;3378;27,28;19,5;46,8;0,0001;0,067
sem_barragem;455;2815,9;3484;11,43;18,2;29,7;0,002400000113993883;0,067
sem_barragem;456;2817,6;3486;10,72;15,0;25,7;0,0013099999632686377;0,068
sem_barragem;457;2834,2;3503;13,26;15,0;28,3;0,0005799999926239252;0,069
sem_barragem;458;2836,9;3506;9,62;15,0;24,6;0,0008500000112690032;0,067
sem_barragem;459;2838,1;3507;12,53;15,0;27,5;0,001019999966956675;0,066
sem_barragem;460;2841,3;3511;14,54;14,5;29,0;0,0003100000030826777;0,069
sem_barragem;461;2843,3;3513;17,51;14,5;32,0;0,0001;0,067
sem_barragem;463;12626,1;12473;23,77;72,5;96,3;0,0004199999966658652;0,068
sem_barragem;464;12776,0;12598;11,45;72,5;84,0;0,004389999900013208;0,055
sem_barragem;465;12802,2;12620;20,57;67,0;87,6;0,0007300000288523734;0,056
sem_barragem;466;12803,1;12621;19,22;66,5;85,7;0,0007099999929778278;0,061
sem_barragem;467;12825,5;12640;14,77;66,0;80,8;0,0011899999808520079;0,055
sem_barragem;468;15398,1;14765;14,32;62,0;76,3;0,003060000017285347;0,059
sem_barragem;469;15413,3;14777;28,49;61,5;90,0;0,0001;0,056
sem_barragem;470;15418,1;14781;18,09;61,5;79,6;0,0007900000200606883;0,059
sem_barragem;471;15423,0;14785;21,18;61,0;82,2;0,0004400000034365803;0,058
sem_barragem;472;15432,4;14793;17,59;60,0;77,6;0,0008399999933317304;0,057
sem_barragem;473;15446,2;14804;27,31;59,5;86,8;0,0008699999889358878;0,062
sem_barragem;474;15448,8;14806;19,07;59,0;78,1;0,0004400000034365803;0,061
sem_barragem;475;15455,4;14811;18,52;58,5;77,0;0,0010400000028312206;0,059
sem_barragem;476;15457,3;14813;17,49;57,0;74,5;0,0011399999493733048;0,058
sem_barragem;477;15461,9;14817;18,5;56,0;74,5;0,0013099999632686377;0,059
sem_barragem;478;15685,0;14998;17,84;54,5;72,3;0,0008699999889358878;0,058
sem_barragem;479;15687,6;15000;21,56;53,0;74,6;0,0008699999889358878;0,061
sem_barragem;480;15688,8;15001;34,12;52,0;86,1;0,0013099999632686377;0,063
sem_barragem;481;15712,9;15021;13,22;50,5;63,7;0,0013599999947473407;0,064
sem_barragem;482;15722,2;15029;19,43;49,0;68,4;0,0008699999889358878;0,063
sem_barragem;483;15725,1;15031;30,45;49,0;79,5;0,0001;0,066
sem_barragem;484;15738,2;15042;18,16;49,0;67,2;0,0005699999746866524;0,062
sem_barragem;485;15744,9;15047;17,73;49,0;66,7;0,0007800000021234155;0,066
sem_barragem;486;15749,6;15051;23,16;49,0;72,2;0,0004400000034365803;0,061
sem_barragem;487;15755,5;15056;18,39;48,0;66,4;0,0008699999889358878;0,062
sem_barragem;488;15759,2;15059;19,5;47,0;66,5;0,0008699999889358878;0,061
sem_barragem;489;15760,9;15060;17,35;46,0;63,4;0,0008699999889358878;0,058
sem_barragem;490;15764,8;15063;16,49;45,0;61,5;0,0008699999889358878;0,059
sem_barragem;491;15828,6;15115;16,87;44,0;60,9;0,0012700000079348683;0,064
sem_barragem;492;15831,9;15118;17,16;43,0;60,2;0,0008699999889358878;0,059
sem_barragem;493;15837,1;15122;16,27;41,5;57,8;0,0008699999889358878;0,056
sem_barragem;494;15872,4;15151;17,09;40,0;57,1;0,0013099999632686377;0,064
sem_barragem;495;15874,2;15152;14,36;38,5;52,9;0,0013099999632686377;0,062
sem_barragem;496;15880,7;15157;22,96;37,5;60,5;0,0008699999889358878;0,062
sem_barragem;497;15881,1;15158;23,41;36,5;59,9;0,0004400000034365803;0,053
sem_barragem;498;18372,7;17156;19,63;35,6;55,2;0,0005699999746866524;0,058
sem_barragem;499;18378,4;17161;25,81;34,5;60,3;0,0004400000034365803;0,06
sem_barragem;500;18381,0;17163;19,19;34,0;53,2;0,0008699999889358878;0,06
sem_barragem;501;18385,5;17167;34,96;33,0;68,0;0,0008699999889358878;0,049
sem_barragem;502;18386,6;17168;17,55;32,5;50,1;0,0007999999797903001;0,061
sem_barragem;503;18389,9;17170;29,97;31,5;61,5;0,0004400000034365803;0,057
sem_barragem;504;18930,1;17598;26,05;31,0;57,1;0,0004400000034365803;0,068
sem_barragem;505;18959,7;17621;21,93;30,5;52,4;0,0004400000034365803;0,067
sem_barragem;506;18960,6;17622;20,3;30,0;50,3;0,0008699999889358878;0,063
sem_barragem;507;18967,2;17627;21,49;29,5;51,0;0,0005300000193528831;0,064
sem_barragem;508;19015,5;17665;20,69;29,0;49,7;0,0004400000034365803;0,069
sem_barragem;509;19066,8;17706;25,34;28,5;53,8;0,0004400000034365803;0,066
sem_barragem;510;19066,9;17706;17,35;28,0;45,3;0,0004400000034365803;0,065
sem_barragem;511;19076,4;17713;20,56;27,5;48,1;0,0005699999746866524;0,068
sem_barragem;512;19126,1;17753;17,54;27,0;44,5;0,00107999995816499;0,065
sem_barragem;513;19135,9;17760;24,37;26,5;50,9;0,0004400000034365803;0,065
sem_barragem;514;19173,7;17790;17,91;26,0;43,9;0,0007699999841861427;0,067
sem_barragem;515;19177,8;17793;39,76;25,5;65,3;0,0001;0,059
sem_barragem;516;19192,4;17805;17,99;25,0;43,0;0,0008699999889358878;0,068
sem_barragem;517;19196,7;17808;16,81;24,5;41,3;0,0004400000034365803;0,068
sem_barragem;518;19215,1;17823;20,16;24,0;44,2;0,0009899999713525176;0,059
sem_barragem;519;19220,7;17827;19,48;23,5;43,0;0,0004400000034365803;0,065
sem_barragem;520;19224,5;17830;18,02;22,5;40,5;0,0004400000034365803;0,068
sem_barragem;521;19228,8;17834;16,44;22,0;38,4;0,0008699999889358878;0,068
sem_barragem;522;19440,2;18000;17,22;21,5;38,7;0,0006600000197067857;0,067
sem_barragem;523;19443,2;18002;14,58;20,5;35,1;0,001120000029914081;0,065
sem_barragem;524;19446,0;18005;17,59;20,0;37,6;0,0008699999889358878;0,067
sem_barragem;525;19450,1;18008;17,62;19,5;37,1;0,0004400000034365803;0,068
sem_barragem;526;19460,1;18016;16,92;18,5;35,4;0,0004400000034365803;0,068
sem_barragem;527;19467,9;18022;19,68;18,0;37,7;0,0008699999889358878;0,059
sem_barragem;528;19468,8;18023;20,57;17,5;38,1;0,0007699999841861427;0,058
sem_barragem;529;19473,4;18026;19,25;16,5;35,8;0,0004400000034365803;0,067
sem_barragem;530;19478,3;18030;14,75;16,0;30,8;0,0011899999808520079;0,069
sem_barragem;531;19542,0;18080;15,04;15,5;30,5;0,000859999970998615;0,068
sem_barragem;532;19571,0;18103;21,6;14,5;36,1;0,0004400000034365803;0,068
sem_barragem;533;22416,9;20317;23,66;14,0;37,7;0,0005799999926239252;0,061
sem_barragem;534;22419,5;20319;23,5;14,0;37,5;0,0001;0,069
sem_barragem;535;22428,4;20326;29,36;14,0;43,4;0,0001;0,064
sem_barragem;536;22429,3;20327;32,66;14,0;46,7;0,0001;0,067
sem_barragem;537;22434,4;20331;32,91;14,0;46,9;0,0001;0,064
sem_barragem;538;22436,8;20333;16,0;14,0;30,0;0,0008299999753944576;0,067
sem_barragem;539;22440,5;20336;26,02;14,0;40,0;0,0001;0,064
sem_barragem;540;22442,7;20337;33,44;14,0;47,4;0,0001;0,068
sem_barragem;541;23029,8;20789;19,96;14,0;34,0;0,0001;0,069
sem_barragem;542;23085,5;20831;37,93;14,0;51,9;0,0001;0,053
sem_barragem;543;23088,1;20833;15,04;14,0;29,0;0,0007399999885819852;0,064
sem_barragem;544;23330,3;21019;17,94;13,5;31,4;0,0004400000034365803;0,061
sem_barragem;545;23340,2;21027;16,93;13,5;30,4;0,0002099999983329326;0,069
sem_barragem;546;23350,5;21035;19,29;13,5;32,8;0,0004299999854993075;0,063
sem_barragem;547;23350,9;21035;45,0;13,5;58,5;0,0001;0,044
sem_barragem;548;23614,7;21237;11,5;13,5;25,0;0,0004199999966658652;0,066
sem_barragem;549;23616,5;21238;15,86;13,5;29,4;0,0004299999854993075;0,063
sem_barragem;550;23619,1;21240;17,87;13,5;31,4;0,0001;0,06
sem_barragem;551;23620,8;21241;15,32;13,5;28,8;0,00031999999191612005;0,061
sem_barragem;552;23621,1;21241;19,52;13,5;33,0;0,0004400000034365803;0,055
sem_barragem;553;23622,5;21243;20,9;13,0;33,9;0,0001;0,061
sem_barragem;554;23623,3;21243;14,65;13,0;27,7;0,000859999970998615;0,053
sem_barragem;555;23623,8;21244;17,64;13,0;30,6;0,0008699999889358878;0,052
sem_barragem;556;23659,9;21271;6,13;9,8;15,9;0,00430000014603138;0,069
sem_barragem;557;23693,0;21296;25,51;8,0;33,5;0,0001;0,068
sem_barragem;558;23694,5;21298;22,73;8,0;30,7;0,0004400000034365803;0,059
sem_barragem;559;23696,5;21299;13,4;7,5;20,9;0,00033999999868683517;0,065
sem_barragem;560;23699,2;21301;12,14;7,5;19,6;0,0001;0,069
sem_barragem;561;23733,8;21328;12,23;7,5;19,7;0,0001;0,068
sem_barragem;562;23734,8;21328;23,41;7,0;30,4;0,0004400000034365803;0,054
sem_barragem;563;24424,2;21854;10,38;7,0;17,4;0,000859999970998615;0,067
sem_barragem;564;24432,4;21860;9,66;7,0;16,7;0,000750000006519258;0,066
sem_barragem;565;24439,8;21866;10,03;7,0;17,0;0,0008200000156648457;0,068
sem_barragem;566;24442,0;21867;12,6;6,5;19,1;0,0012600000482052565;0,058
sem_barragem;567;24442,8;21868;24,42;6,5;30,9;0,0001;0,056
sem_barragem;568;24454,7;21877;8,94;6,5;15,4;0,00033999999868683517;0,069
sem_barragem;569;25161,2;22413;15,48;6,5;22,0;0,0004199999966658652;0,059
sem_barragem;570;25161,9;22414;17,51;6,0;23,5;0,0008399999933317304;0,057
sem_barragem;571;25162,2;22414;45,0;6,0;51,0;0,0001;0,037
sem_barragem;572;25167,6;22418;7,39;6,0;13,4;0,0001;0,069
sem_barragem;573;25284,8;22507;17,3;6,0;23,3;0,0011899999808520079;0,058
sem_barragem;574;25286,2;22508;13,24;5,5;18,7;0,0003100000030826777;0,058
sem_barragem;575;25573,9;22725;11,15;5,5;16,7;0,00039999998989515007;0,056
sem_barragem;576;25578,5;22729;8,74;5,5;14,2;0,00033999999868683517;0,055
sem_barragem;577;25579,6;22730;8,22;5,0;13,2;0,0007999999797903001;0,069
sem_barragem;578;25622,5;22762;10,65;5,0;15,7;0,0008099999977275729;0,063
sem_barragem;579;25623,3;22762;6,07;4,6;10,7;0,000910000002477318;0,046
sem_barragem;580;25627,1;22765;11,99;3,0;15,0;0,001560000004246831;0,053
sem_barragem;581;25663,1;22793;7,73;3,0;10,7;0,0001;0,067
sem_barragem;582;25669,1;22797;17,95;3,0;20,9;0,0006399999838322401;0,058
sem_barragem;583;25677,0;22803;9,62;3,0;12,6;0,0001;0,066
sem_barragem;584;25701,5;22822;8,0;2,5;10,5;0,0004400000034365803;0,065
sem_barragem;585;25707,2;22826;11,1;2,5;13,6;0,00031999999191612005;0,062
sem_barragem;586;25708,4;22827;10,67;2,5;13,2;0,0001;0,067
sem_barragem;587;25726,5;22840;15,1;2,5;17,6;0,0001;0,064
sem_barragem;588;25729,0;22842;16,67;2,0;18,7;0,0004400000034365803;0,047
sem_barragem;589;25729,3;22843;45,0;2,0;47,0;0,0001;0,035
sem_barragem;590;25729,3;22843;45,0;2,0;47,0;0,0001;0,035
sem_barragem;591;25729,3;22843;12,92;2,0;14,9;0,0001;0,062
sem_barragem;592;25737,7;22849;15,73;2,0;17,7;0,0001;0,052
sem_barragem;593;25740,1;22851;15,2;2,0;17,2;0,0010499999625608325;0,063
sem_barragem;594;25740,6;22851;14,3;1,5;15,8;0,0003600000054575503;0,043
sem_barragem;595;25742,3;22852;12,31;1,5;13,8;0,0004299999854993075;0,057
sem_barragem;596;26182,8;23184;14,83;1,5;16,3;0,0001;0,063
com_barragem_B1_90m;0;150,8;289;0,7;69,5;70,2;0,0803299993276596;0,07
com_barragem_B1_90m;1;151,1;290;0,21;69,0;69,2;0,10478000342845917;0,069
com_barragem_B1_90m;2;151,5;291;1,3;53,5;54,8;0,0850600004196167;0,065
com_barragem_B1_90m;3;151,9;291;1,58;52,5;54,1;0,05452999845147133;0,065
com_barragem_B1_90m;4;152,2;292;1,27;64,9;66,1;0,08060000091791153;0,065
com_barragem_B1_90m;5;152,4;292;0,92;50,0;50,9;0,13050000369548798;0,067
com_barragem_B1_90m;6;152,9;293;0,69;152,2;152,9;0,12737999856472015;0,07
com_barragem_B1_90m;7;153,4;294;0,85;15,3;16,1;0,12230999767780304;0,062
com_barragem_B1_90m;8;153,9;294;0,5;100,7;101,2;0,21484999358654022;0,06
com_barragem_B1_90m;9;154,3;295;0,64;52,6;53,2;0,20670999586582184;0,068
com_barragem_B1_90m;10;154,5;295;0,73;98,5;99,2;0,2082200050354004;0,061
com_barragem_B1_90m;11;154,9;296;0,31;98,9;99,2;0,1975799947977066;0,062
com_barragem_B1_90m;12;155,5;297;1,14;136,2;137,3;0,1705400049686432;0,064
com_barragem_B1_90m;13;156,1;298;0,98;138,4;139,4;0,16705000400543213;0,062
com_barragem_B1_90m;14;156,8;299;0,32;138,2;138,5;0,18880000710487366;0,067
com_barragem_B1_90m;15;157,8;301;0,45;51,3;51,8;0,18116000294685364;0,064
com_barragem_B1_90m;16;158,4;302;0,62;49,9;50,5;0,1726199984550476;0,064
com_barragem_B1_90m;17;158,8;302;0,2;87,2;87,4;0,17219999432563782;0,061
com_barragem_B1_90m;18;159,1;303;0,55;43,7;44,2;0,16009999811649323;0,064
com_barragem_B1_90m;19;159,4;303;0,56;158,3;158,9;0,15703000128269196;0,063
com_barragem_B1_90m;20;159,8;304;0,42;23,7;24,2;0,16043999791145325;0,061
com_barragem_B1_90m;21;159,9;304;0,69;12,6;13,3;0,11467999964952469;0,055
com_barragem_B1_90m;22;160,7;305;0,54;11,8;12,3;0,10593999922275543;0,067
com_barragem_B1_90m;23;161,1;306;0,91;47,6;48,6;0,10724999755620956;0,067
com_barragem_B1_90m;24;161,9;307;0,74;47,5;48,3;0,08433999866247177;0,06
com_barragem_B1_90m;25;162,3;308;0,84;112,3;113,1;0,10531000047922134;0,067
com_barragem_B1_90m;26;162,7;309;0,69;51,6;52,3;0,09782999753952026;0,053
com_barragem_B1_90m;27;162,9;309;0,55;94,0;94,6;0,09724000096321106;0,057
com_barragem_B1_90m;28;163,5;310;0,57;44,4;45,0;0,06488999724388123;0,059
com_barragem_B1_90m;29;164,2;311;1,55;45,8;47,3;0,03791999816894531;0,066
com_barragem_B1_90m;30;164,8;312;1,35;36,2;37,6;0,0385500006377697;0,062
com_barragem_B1_90m;31;165,7;314;0,05;34,2;34,3;0,05452999845147133;0,066
com_barragem_B1_90m;32;166,5;315;0,61;23,3;23,9;0,054329998791217804;0,053
com_barragem_B1_90m;33;167,0;316;0,79;25,7;26,4;0,055229999125003815;0,055
com_barragem_B1_90m;34;167,9;317;0,54;64,6;65,1;0,2530499994754791;0,063
com_barragem_B1_90m;35;168,7;318;0,71;115,0;115,7;0,05528999865055084;0,067
com_barragem_B1_90m;36;170,7;322;0,74;107,7;108,5;0,05618999898433685;0,069
com_barragem_B1_90m;37;171,6;323;0,66;61,2;61,9;0,06932999938726425;0,067
com_barragem_B1_90m;38;172,4;324;1,28;61,0;62,3;0,03443000093102455;0,064
com_barragem_B1_90m;39;173,3;326;0,68;24,1;24,8;0,14993000030517578;0,062
com_barragem_B1_90m;40;174,5;328;0,27;22,1;22,4;0,2887499928474426;0,055
com_barragem_B1_90m;41;175,1;329;0,42;330,5;330,9;0,294869989156723;0,058
com_barragem_B1_90m;42;178,9;335;0,3;58,7;59,0;0,04613000154495239;0,056
com_barragem_B1_90m;43;180,7;337;1,17;8,5;9,7;0,009270000271499157;0,062
com_barragem_B1_90m;44;181,4;339;0,76;56,1;56,9;0,04433999955654144;0,058
com_barragem_B1_90m;45;182,3;340;0,25;54,4;54,6;0,14889000356197357;0,067
com_barragem_B1_90m;46;182,5;340;0,59;22,0;22,6;0,1526000052690506;0,058
com_barragem_B1_90m;47;183,0;341;0,32;22,5;22,8;0,15394000709056854;0,057
com_barragem_B1_90m;48;183,4;342;0,99;22,7;23,7;0,021199999377131462;0,067
com_barragem_B1_90m;49;183,5;342;0,85;7,2;8,1;0,15025000274181366;0,044
com_barragem_B1_90m;50;183,5;342;1,28;30,5;31,7;0,022220000624656677;0,053
com_barragem_B1_90m;51;184,5;344;0,73;28,6;29,3;0,13583000004291534;0,064
com_barragem_B1_90m;52;185,1;345;0,25;47,7;47,9;0,13606999814510345;0,063
com_barragem_B1_90m;53;185,5;345;0,67;23,6;24,3;0,0246799997985363;0,05
com_barragem_B1_90m;54;186,3;346;0,67;109,1;109,8;0,25501999258995056;0,065
com_barragem_B1_90m;55;188,4;350;0,76;50,6;51,3;0,12755000591278076;0,062
com_barragem_B1_90m;56;189,7;352;0,27;48,6;48,8;0,15211999416351318;0,066
com_barragem_B1_90m;57;190,9;354;0,52;35,0;35,6;0,15027999877929688;0,054
com_barragem_B1_90m;58;191,0;354;0,89;44,6;45,5;0,1311199963092804;0,058
com_barragem_B1_90m;59;191,6;355;0,4;30,2;30,6;0,1477700024843216;0,061
com_barragem_B1_90m;60;192,4;356;1,07;178,8;179,9;0,1428000032901764;0,059
com_barragem_B1_90m;61;192,9;357;0,65;162,7;163,4;0,1271200031042099;0,063
com_barragem_B1_90m;62;193,3;357;0,72;150,7;151,4;0,11729999631643295;0,06
com_barragem_B1_90m;63;194,1;359;0,63;23,5;24,1;0,10685999691486359;0,067
com_barragem_B1_90m;64;194,5;359;1,7;50,4;52,1;0,005179999861866236;0,056
com_barragem_B1_90m;65;195,0;360;1,06;48,7;49,8;0,005369999911636114;0,045
com_barragem_B1_90m;66;199,8;368;0,74;42,7;43,5;0,10350000113248825;0,067
com_barragem_B1_90m;67;201,7;371;1,63;39,4;41,0;0,003869999898597598;0,062
com_barragem_B1_90m;68;204,9;376;0,92;37,0;37,9;0,026340000331401825;0,066
com_barragem_B1_90m;69;205,2;376;0,55;36,0;36,5;0,02751999907195568;0,067
com_barragem_B1_90m;70;205,5;377;0,53;30,0;30,5;0,02597000077366829;0,055
com_barragem_B1_90m;71;206,4;378;1,28;101,5;102,8;0,05349000170826912;0,063
com_barragem_B1_90m;72;207,3;379;0,51;35,6;36,1;0,07216999679803848;0,062
com_barragem_B1_90m;73;207,9;380;0,59;97,1;97,7;0,07537999749183655;0,065
com_barragem_B1_90m;74;208,8;382;0,56;21,8;22,4;0,06937000155448914;0,059
com_barragem_B1_90m;75;210,3;384;0,64;16,4;17,0;0,06994999945163727;0,065
com_barragem_B1_90m;76;210,6;384;0,38;33,7;34,1;0,0684100016951561;0,068
com_barragem_B1_90m;77;210,8;385;0,57;22,0;22,5;0,06606999784708023;0,061
com_barragem_B1_90m;78;211,2;385;0,95;21,0;21,9;0,018959999084472656;0,064
com_barragem_B1_90m;79;211,9;386;1,42;20,2;21,6;0,01785999909043312;0,065
com_barragem_B1_90m;80;212,2;387;1,32;15,7;17,0;0,019780000671744347;0,066
com_barragem_B1_90m;81;213,5;389;1,43;30,9;32,3;0,012810000218451023;0,064
com_barragem_B1_90m;82;214,1;390;2,76;26,5;29,3;0,00570000009611249;0,068
com_barragem_B1_90m;83;215,0;391;0,88;23,9;24,7;0,008390000090003014;0,064
com_barragem_B1_90m;84;216,4;393;2,29;25,0;27,3;0,008559999987483025;0,062
com_barragem_B1_90m;85;217,2;395;0,19;25,1;25,3;0,06443999707698822;0,064
com_barragem_B1_90m;86;218,5;397;0,82;86,3;87,1;0,05770999938249588;0,068
com_barragem_B1_90m;87;221,3;401;0,31;26,4;26,7;0,08189000189304352;0,064
com_barragem_B1_90m;88;221,7;402;1,01;87,5;88,5;0,04816000163555145;0,06
com_barragem_B1_90m;89;222,4;403;0,57;84,2;84,8;0,056620001792907715;0,06
com_barragem_B1_90m;90;223,7;405;0,76;74,4;75,2;0,05697000026702881;0,052
com_barragem_B1_90m;91;224,7;406;0,65;81,3;81,9;0,042490001767873764;0,061
com_barragem_B1_90m;92;225,4;407;1,21;88,5;89,7;0,05671999976038933;0,065
com_barragem_B1_90m;93;226,3;409;0,51;88,1;88,6;0,05610999837517738;0,065
