t_h;Q_natural;Q_com_alternativa;alternativa;regra
459,0;600,0;1389,4;ALT-J — E02+E04+E01+E05+E08+E12;seca
460,0;600,0;1371,6;ALT-J — E02+E04+E01+E05+E08+E12;seca
461,0;600,0;1353,6;ALT-J — E02+E04+E01+E05+E08+E12;seca
462,0;600,0;1335,3;ALT-J — E02+E04+E01+E05+E08+E12;seca
463,0;600,0;1316,7;ALT-J — E02+E04+E01+E05+E08+E12;seca
464,0;600,0;1298,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
465,0;600,0;1278,9;ALT-J — E02+E04+E01+E05+E08+E12;seca
466,0;600,0;1260,1;ALT-J — E02+E04+E01+E05+E08+E12;seca
467,0;600,0;1245,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
468,0;600,0;1233,2;ALT-J — E02+E04+E01+E05+E08+E12;seca
469,0;600,0;1221,4;ALT-J — E02+E04+E01+E05+E08+E12;seca
470,0;600,0;1209,3;ALT-J — E02+E04+E01+E05+E08+E12;seca
471,0;600,0;1197,1;ALT-J — E02+E04+E01+E05+E08+E12;seca
472,0;600,0;1190,1;ALT-J — E02+E04+E01+E05+E08+E12;seca
473,0;600,0;1189,2;ALT-J — E02+E04+E01+E05+E08+E12;seca
474,0;600,0;1189,2;ALT-J — E02+E04+E01+E05+E08+E12;seca
475,0;600,0;1189,2;ALT-J — E02+E04+E01+E05+E08+E12;seca
476,0;600,0;1189,2;ALT-J — E02+E04+E01+E05+E08+E12;seca
477,0;600,0;1171,6;ALT-J — E02+E04+E01+E05+E08+E12;seca
478,0;600,0;1076,2;ALT-J — E02+E04+E01+E05+E08+E12;seca
479,0;600,0;998,4;ALT-J — E02+E04+E01+E05+E08+E12;seca
480,0;600,0;998,4;ALT-J — E02+E04+E01+E05+E08+E12;seca
481,0;600,0;998,4;ALT-J — E02+E04+E01+E05+E08+E12;seca
482,0;600,0;998,4;ALT-J — E02+E04+E01+E05+E08+E12;seca
483,0;600,0;998,4;ALT-J — E02+E04+E01+E05+E08+E12;seca
484,0;600,0;998,4;ALT-J — E02+E04+E01+E05+E08+E12;seca
485,0;600,0;998,4;ALT-J — E02+E04+E01+E05+E08+E12;seca
486,0;600,0;998,4;ALT-J — E02+E04+E01+E05+E08+E12;seca
487,0;600,0;998,4;ALT-J — E02+E04+E01+E05+E08+E12;seca
488,0;600,0;998,4;ALT-J — E02+E04+E01+E05+E08+E12;seca
489,0;600,0;998,4;ALT-J — E02+E04+E01+E05+E08+E12;seca
490,0;600,0;988,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
491,0;600,0;788,8;ALT-J — E02+E04+E01+E05+E08+E12;seca
492,0;600,0;600,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
493,0;600,0;600,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
494,0;600,0;600,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
495,0;600,0;600,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
496,0;600,0;600,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
497,0;600,0;600,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
498,0;600,0;600,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
499,0;600,0;600,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
500,0;600,0;600,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
501,0;600,0;600,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
502,0;600,0;600,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
503,0;600,0;600,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
504,0;600,0;600,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
505,0;600,0;600,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
506,0;600,0;600,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
507,0;600,0;600,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
508,0;600,0;600,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
509,0;600,0;600,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
510,0;600,0;600,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
511,0;600,0;600,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
512,0;600,0;600,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
513,0;600,0;600,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
514,0;600,0;600,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
515,0;600,0;600,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
516,0;600,0;600,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
517,0;600,0;600,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
518,0;600,0;600,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
519,0;600,0;600,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
520,0;600,0;600,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
521,0;600,0;600,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
522,0;600,0;600,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
523,0;600,0;600,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
524,0;600,0;600,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
525,0;600,0;600,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
526,0;600,0;600,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
527,0;600,0;600,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
528,0;600,0;600,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
529,0;600,0;600,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
530,0;600,0;600,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
531,0;600,0;600,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
532,0;600,0;600,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
533,0;600,0;600,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
534,0;600,0;600,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
535,0;600,0;600,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
536,0;600,0;600,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
537,0;600,0;600,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
538,0;600,0;600,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
539,0;600,0;600,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
540,0;600,0;600,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
541,0;600,0;600,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
542,0;600,0;600,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
