dist_km;cota_bruta_m;area_km2;cota_m;x_utm;y_utm
29,968230427003654;704,0;753,9776611328125;702,741935483871;569712,9188893165;6800622,121327011
29,996867470204858;704,0;753,992431640625;702,6290322580645;569741,5559325177;6800622,121327011
30,037365976700002;703,5;754,0047607421875;702,516129032258;569770,192975719;6800650,758370212
30,077864483195146;703,5;754,0350952148438;702,4032258064516;569798,8300189201;6800679,395413414
30,11836298969029;703,5;754,0654907226562;702,2903225806451;569827,4670621214;6800708,032456615
30,147000032891494;703,5;754,0802001953125;702,1774193548387;569856,1041053226;6800708,032456615
30,187498539386638;703,5;754,0990600585938;702,0645161290323;569884,7411485238;6800736,669499815
30,216135582587842;703,0;754,1277465820312;701,9354838709677;569913,378191725;6800736,669499815
30,256634089082986;703,0;754,14990234375;701,8225806451613;569942,0152349262;6800765,306543017
30,297132595578127;703,0;754,1556396484375;701,7096774193549;569970,6522781274;6800793,943586218
30,325769638779335;703,0;754,1671142578125;701,5967741935484;569999,2893213286;6800793,943586218
30,366268145274475;702,5;754,2138671875;701,4677419354839;570027,9263645298;6800822,58062942
30,394905188475683;702,5;754,2393188476562;701,3387096774194;570056,563407731;6800822,58062942
30,435403694970823;702,5;754,2540893554688;701,2258064516129;570085,2004509321;6800851,217672621
30,475902201465967;702,5;754,2811279296875;701,1129032258065;570113,8374941334;6800879,854715822
30,51640070796111;702,0;754,3582153320312;701,0;570142,4745373346;6800908,491759023
30,556899214456255;702,0;754,368896484375;700,8870967741935;570171,1115805358;6800937,128802224
30,5973977209514;702,0;755,1716918945312;700,7741935483871;570199,748623737;6800965,765845425
30,63789622744654;701,5;755,1782836914062;700,6612903225806;570228,3856669383;6800994,402888627
30,666533270647747;701,5;755,179931640625;700,5483870967741;570228,3856669383;6801023,039931828
30,69517031384895;701,5;755,2447509765625;700,4354838709677;570228,3856669383;6801051,6769750295
30,735668820344095;701,5;755,261962890625;700,3387096774194;570257,0227101394;6801080,31401823
30,776167326839236;708,5700073242188;755,2651977539062;700,241935483871;570285,6597533406;6801108,951061431
30,80480437004044;701,0;755,3160400390625;700,1290322580645;570285,6597533406;6801137,588104633
30,833441413241648;701,0;755,3275756835938;700,0322580645161;570285,6597533406;6801166,225147834
30,873939919736788;701,0;755,348876953125;699,9354838709677;570314,2967965419;6801194,862191035
30,902576962937992;701,0;755,3529663085938;699,8387096774194;570314,2967965419;6801223,499234237
30,9312140061392;701,0;755,3619995117188;699,741935483871;570314,2967965419;6801252,136277437
30,97171251263434;700,5;755,3734130859375;699,6290322580645;570342,933839743;6801280,773320639
31,000349555835545;700,5;755,4324951171875;699,5322580645161;570342,933839743;6801309,41036384
31,04084806233069;700,5;755,4686279296875;699,4354838709677;570371,5708829443;6801338,047407041
31,069485105531893;700,5;755,53662109375;699,3225806451613;570371,5708829443;6801366,684450243
