arquivo;vertices;extensao_m;azimute_graus;lat_medio;lon_medio;alt_kml_ini_m;alt_kml_fim_m;area_D8_max_sobre_linha_km2;dist_ao_canal_D8_m;area_no_canal_D8_km2;dist_a_BHO_m;area_BHO_km2;cota_MDE_ponto_medio_m
EIXO-MONTECLARO2.kmz;2;821,5;115,2;-29,0455307;-51,5562985;801,530107214356;737,1514778814729;12225,257;12,0;12225,3;0,0;12318,5;107,5
