t_h;Q_natural;Q_com_alternativa;alternativa;regra
468,0;926,0;1371,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
469,0;926,0;1362,6;ALT-J — E02+E04+E01+E05+E08+E12;seca
470,0;926,0;1354,1;ALT-J — E02+E04+E01+E05+E08+E12;seca
471,0;926,0;1345,5;ALT-J — E02+E04+E01+E05+E08+E12;seca
472,0;926,0;1337,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
473,0;926,0;1331,1;ALT-J — E02+E04+E01+E05+E08+E12;seca
474,0;926,0;1329,3;ALT-J — E02+E04+E01+E05+E08+E12;seca
475,0;926,0;1329,3;ALT-J — E02+E04+E01+E05+E08+E12;seca
476,0;926,0;1329,3;ALT-J — E02+E04+E01+E05+E08+E12;seca
477,0;926,0;1329,3;ALT-J — E02+E04+E01+E05+E08+E12;seca
478,0;926,0;1329,3;ALT-J — E02+E04+E01+E05+E08+E12;seca
479,0;926,0;1329,3;ALT-J — E02+E04+E01+E05+E08+E12;seca
480,0;926,0;1329,3;ALT-J — E02+E04+E01+E05+E08+E12;seca
481,0;926,0;1329,3;ALT-J — E02+E04+E01+E05+E08+E12;seca
482,0;926,0;1271,4;ALT-J — E02+E04+E01+E05+E08+E12;seca
483,0;926,0;1206,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
484,0;926,0;1198,7;ALT-J — E02+E04+E01+E05+E08+E12;seca
485,0;926,0;1198,7;ALT-J — E02+E04+E01+E05+E08+E12;seca
486,0;926,0;1198,7;ALT-J — E02+E04+E01+E05+E08+E12;seca
487,0;926,0;1198,7;ALT-J — E02+E04+E01+E05+E08+E12;seca
488,0;926,0;1198,7;ALT-J — E02+E04+E01+E05+E08+E12;seca
489,0;926,0;1198,7;ALT-J — E02+E04+E01+E05+E08+E12;seca
490,0;926,0;1198,7;ALT-J — E02+E04+E01+E05+E08+E12;seca
491,0;926,0;1198,7;ALT-J — E02+E04+E01+E05+E08+E12;seca
492,0;926,0;1198,7;ALT-J — E02+E04+E01+E05+E08+E12;seca
493,0;926,0;1198,7;ALT-J — E02+E04+E01+E05+E08+E12;seca
494,0;926,0;1198,7;ALT-J — E02+E04+E01+E05+E08+E12;seca
495,0;926,0;1198,7;ALT-J — E02+E04+E01+E05+E08+E12;seca
496,0;926,0;1198,7;ALT-J — E02+E04+E01+E05+E08+E12;seca
497,0;926,0;1198,7;ALT-J — E02+E04+E01+E05+E08+E12;seca
498,0;926,0;1198,7;ALT-J — E02+E04+E01+E05+E08+E12;seca
499,0;926,0;1198,7;ALT-J — E02+E04+E01+E05+E08+E12;seca
500,0;926,0;1198,7;ALT-J — E02+E04+E01+E05+E08+E12;seca
501,0;926,0;1111,4;ALT-J — E02+E04+E01+E05+E08+E12;seca
502,0;926,0;975,1;ALT-J — E02+E04+E01+E05+E08+E12;seca
503,0;926,0;926,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
504,0;926,0;926,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
505,0;926,0;926,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
506,0;926,0;926,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
507,0;926,0;926,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
508,0;926,0;926,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
509,0;926,0;926,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
510,0;926,0;926,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
511,0;926,0;926,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
512,0;926,0;926,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
513,0;926,0;926,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
514,0;926,0;926,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
515,0;926,0;926,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
516,0;926,0;926,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
517,0;926,0;926,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
518,0;926,0;926,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
519,0;926,0;926,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
520,0;926,0;926,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
521,0;926,0;926,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
522,0;926,0;926,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
523,0;926,0;926,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
524,0;926,0;926,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
525,0;926,0;926,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
526,0;926,0;926,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
527,0;926,0;926,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
528,0;926,0;926,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
529,0;926,0;926,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
530,0;926,0;926,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
531,0;926,0;926,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
532,0;926,0;926,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
533,0;926,0;926,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
534,0;926,0;926,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
535,0;926,0;926,0;ALT-J — E02+E04+E01+E05+E08+E12;seca
