dist_montante_m;estaca_ras_m;x;y;cota_m;cota_talvegue_m
4150,0;35252,2;414179,21652611607;6748041,766622905;20,0;20,0
4200,0;35202,2;414129,97091978043;6748033,113862846;20,0;20,0
4250,0;35152,2;414080,7253134448;6748024,461102787;20,0;20,0
4300,0;35102,2;414031,47970710916;6748015,808342729;20,0;20,0
4350,0;35052,2;413982,2341007735;6748007,15558267;20,0;20,0
4400,0;35002,2;413938,67322750227;6747982,959129606;20,0;20,0
4450,0;34952,2;413895,4647823389;6747957,799036869;20,0;20,0
4500,0;34902,2;413852,2563371755;6747932,638944131;20,0;20,0
4550,0;34852,2;413809,0478920121;6747907,478851394;20,0;20,0
4600,0;34802,2;413765,8394468487;6747882,318758656;20,0;20,0
4650,0;34752,2;413752,810794824;6747835,231891089;20,0;20,0
4700,0;34702,2;413742,23454063426;6747786,363262632;20,0;20,0
4750,0;34652,2;413731,6582864445;6747737,494634175;20,0;19,5
4800,0;34602,2;413721,0820322547;6747688,626005718;20,0;19,5
4850,0;34552,2;413710,505778065;6747639,757377259;20,0;19,5
4900,0;34502,2;413699,92952387524;6747590,888748802;20,0;19,5
4950,0;34452,2;413689,35326968547;6747542,020120345;19,5;19,5
5000,0;34402,2;413678,77701549575;6747493,151491887;19,5;19,5
5050,0;34352,2;413668,200761306;6747444,28286343;19,5;19,5
5100,0;34302,2;413657,6245071162;6747395,414234973;19,5;19,5
5150,0;34252,2;413647,04825292644;6747346,545606515;19,5;19,5
5200,0;34202,2;413625,3621275621;6747302,762197672;19,5;19,5
5250,0;34152,2;413595,28714815475;6747262,818542185;19,5;19,5
5300,0;34102,2;413565,2121687473;6747222,874886699;19,5;19,5
5350,0;34052,2;413535,13718933996;6747182,931231212;19,5;19,5
5400,0;34002,2;413505,06220993254;6747142,987575726;20,1200008392334;19,5
5450,0;33952,2;413474,9872305252;6747103,0439202385;19,5;19,5
5500,0;33902,2;413444,91225111776;6747063,100264751;19,5;19,5
5550,0;33852,2;413414,8372717104;6747023,156609265;19,5;19,5
5600,0;33802,2;413384,762292303;6746983,212953778;19,5;19,5
5650,0;33752,2;413354,6873128956;6746943,269298292;19,5;19,5
5700,0;33702,2;413324,61233348824;6746903,325642805;19,5;19,5
5750,0;33652,2;413294,5373540808;6746863,381987317;19,5;19,5
5800,0;33602,2;413264,46237467346;6746823,438331831;19,5;19,0
5850,0;33552,2;413234,38739526604;6746783,494676344;19,5;19,0
5900,0;33502,2;413201,10675146437;6746746,506445769;19,5;19,0
5950,0;33452,2;413163,73370026576;6746713,291162479;19,5;19,0
6000,0;33402,2;413126,3606490671;6746680,075879187;19,0;19,0
6050,0;33352,2;413088,9875978684;6746646,860595896;19,0;19,0
6100,0;33302,2;413051,61454666976;6746613,645312605;19,0;19,0
6150,0;33252,2;413014,24149547116;6746580,430029314;19,0;19,0
6200,0;33202,2;412976,8684442725;6746547,2147460235;19,0;19,0
6250,0;33152,2;412939,4953930738;6746513,999462732;19,0;19,0
6300,0;33102,2;412902,1223418752;6746480,784179441;19,0;19,0
6350,0;33052,2;412864,74929067655;6746447,56889615;19,0;19,0
6400,0;33002,2;412827,3762394779;6746414,353612859;19,0;19,0
6450,0;32952,2;412790,0031882792;6746381,138329568;19,0;19,0
6500,0;32902,2;412752,6301370806;6746347,923046277;19,0;19,0
6550,0;32852,2;412715,25708588195;6746314,707762986;19,0;19,0
6600,0;32802,2;412677,8840346833;6746281,492479695;19,0;19,0
6650,0;32752,2;412640,5109834847;6746248,277196404;19,0;19,0
6700,0;32702,2;412603,137932286;6746215,061913113;19,0;19,0
6750,0;32652,2;412565,76488108735;6746181,846629822;19,0;19,0
6800,0;32602,2;412528,3918298887;6746148,631346531;19,0;19,0
6850,0;32552,2;412491,0187786901;6746115,41606324;19,0;18,5
6900,0;32502,2;412453,6457274914;6746082,200779948;19,0;18,5
6950,0;32452,2;412416,93240195425;6746048,26289564;19,0;18,5
7000,0;32402,2;412380,46145376697;6746014,059534134;19,0;18,5
7050,0;32352,2;412343,9905055797;6745979,856172628;18,5;18,5
7100,0;32302,2;412307,5195573924;6745945,652811121;18,5;18,5
